Site Name ,ODYTEST4594
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,4594


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

2835,21/06/2023 , 13:45:00,2721,2721
2836,21/06/2023 , 14:00:00,2523,2523
2837,21/06/2023 , 14:15:00,1511,1511
2838,21/06/2023 , 14:30:00,2348,2348
2839,21/06/2023 , 14:45:00,3279,3279
2840,21/06/2023 , 15:00:00,4278,4278
2841,21/06/2023 , 15:15:00,4776,4776
2842,21/06/2023 , 15:30:00,4457,4457
2843,21/06/2023 , 15:45:00,4255,4255
2844,21/06/2023 , 16:00:00,3731,3731
2845,21/06/2023 , 16:15:00,2664,2664
2846,21/06/2023 , 16:30:00,2403,2403
2847,21/06/2023 , 16:45:00,2503,2503
2848,21/06/2023 , 17:00:00,2153,2153
2849,21/06/2023 , 17:15:00,1056,1056
2850,21/06/2023 , 17:30:00,591,591
2851,21/06/2023 , 17:45:00,225,225
2852,21/06/2023 , 18:00:00,169,169
2853,21/06/2023 , 18:15:00,132,132
2854,21/06/2023 , 18:30:00,92,92
2855,21/06/2023 , 18:45:00,588,588
2856,21/06/2023 , 19:00:00,751,751
2857,21/06/2023 , 19:15:00,587,587
2858,21/06/2023 , 19:30:00,506,506
2859,21/06/2023 , 19:45:00,301,301
2860,21/06/2023 , 20:00:00,219,219
2861,21/06/2023 , 20:15:00,180,180
2862,21/06/2023 , 20:30:00,114,114
2863,21/06/2023 , 20:45:00,90,90
2864,21/06/2023 , 21:00:00,66,66
2865,21/06/2023 , 21:15:00,28,28
2866,21/06/2023 , 21:30:00,9,9
2867,21/06/2023 , 21:45:00,2,2
2868,21/06/2023 , 22:00:00,0,0
2869,21/06/2023 , 22:15:00,0,0
2870,21/06/2023 , 22:30:00,0,0
2871,21/06/2023 , 22:45:00,0,0
2872,21/06/2023 , 23:00:00,0,0
2873,21/06/2023 , 23:15:00,0,0
2874,21/06/2023 , 23:30:00,0,0
2875,21/06/2023 , 23:45:00,0,0
2876,21/06/2023 , 24:00:00,0,0
2877,22/06/2023 , 00:15:00,0,0
2878,22/06/2023 , 00:30:00,0,0
2879,22/06/2023 , 00:45:00,0,0
2880,22/06/2023 , 01:00:00,0,0
2881,22/06/2023 , 01:15:00,0,0
2882,22/06/2023 , 01:30:00,0,0
2883,22/06/2023 , 01:45:00,0,0
2884,22/06/2023 , 02:00:00,0,0
2885,22/06/2023 , 02:15:00,0,0
2886,22/06/2023 , 02:30:00,0,0
2887,22/06/2023 , 02:45:00,0,0
2888,22/06/2023 , 03:00:00,0,0
2889,22/06/2023 , 03:15:00,0,0
2890,22/06/2023 , 03:30:00,0,0
2891,22/06/2023 , 03:45:00,0,0
2892,22/06/2023 , 04:00:00,0,0
2893,22/06/2023 , 04:15:00,0,0
2894,22/06/2023 , 04:30:00,0,0
2895,22/06/2023 , 04:45:00,0,0
2896,22/06/2023 , 05:00:00,3,3
2897,22/06/2023 , 05:15:00,13,13
2898,22/06/2023 , 05:30:00,37,37
2899,22/06/2023 , 05:45:00,78,78
2900,22/06/2023 , 06:00:00,153,153
2901,22/06/2023 , 06:15:00,252,252
2902,22/06/2023 , 06:30:00,339,339
2903,22/06/2023 , 06:45:00,485,485
2904,22/06/2023 , 07:00:00,610,610
2905,22/06/2023 , 07:15:00,786,786
2906,22/06/2023 , 07:30:00,959,959
2907,22/06/2023 , 07:45:00,1123,1123
2908,22/06/2023 , 08:00:00,1260,1260
2909,22/06/2023 , 08:15:00,1441,1441
2910,22/06/2023 , 08:30:00,1441,1441
2911,22/06/2023 , 08:45:00,1390,1390
2912,22/06/2023 , 09:00:00,1670,1670
2913,22/06/2023 , 09:15:00,1935,1935
2914,22/06/2023 , 09:30:00,2066,2066
2915,22/06/2023 , 09:45:00,2478,2478
2916,22/06/2023 , 10:00:00,3035,3035
2917,22/06/2023 , 10:15:00,3118,3118
2918,22/06/2023 , 10:30:00,2512,2512
2919,22/06/2023 , 10:45:00,4015,4015
2920,22/06/2023 , 11:00:00,4494,4494
2921,22/06/2023 , 11:15:00,4522,4522
2922,22/06/2023 , 11:30:00,4635,4635
2923,22/06/2023 , 11:45:00,4525,4525
2924,22/06/2023 , 12:00:00,5501,5501
2925,22/06/2023 , 12:15:00,5624,5624
2926,22/06/2023 , 12:30:00,4659,4659
2927,22/06/2023 , 12:45:00,2727,2727
2928,22/06/2023 , 13:00:00,1098,1098
2929,22/06/2023 , 13:15:00,1596,1596
2930,22/06/2023 , 13:30:00,2304,2304
2931,22/06/2023 , 13:45:00,2133,2133
2932,22/06/2023 , 14:00:00,3220,3220
2933,22/06/2023 , 14:15:00,3344,3344
2934,22/06/2023 , 14:30:00,3317,3317
2935,22/06/2023 , 14:45:00,5352,5352
2936,22/06/2023 , 15:00:00,5358,5358
2937,22/06/2023 , 15:15:00,5667,5667
2938,22/06/2023 , 15:30:00,4306,4306
2939,22/06/2023 , 15:45:00,4132,4132
2940,22/06/2023 , 16:00:00,4223,4223
2941,22/06/2023 , 16:15:00,4556,4556
2942,22/06/2023 , 16:30:00,4227,4227
2943,22/06/2023 , 16:45:00,3427,3427
2944,22/06/2023 , 17:00:00,2797,2797
2945,22/06/2023 , 17:15:00,2222,2222
2946,22/06/2023 , 17:30:00,1771,1771
2947,22/06/2023 , 17:45:00,574,574
2948,22/06/2023 , 18:00:00,217,217
2949,22/06/2023 , 18:15:00,176,176
2950,22/06/2023 , 18:30:00,100,100
2951,22/06/2023 , 18:45:00,13,13
2952,22/06/2023 , 19:00:00,9,9
2953,22/06/2023 , 19:15:00,8,8
2954,22/06/2023 , 19:30:00,32,32
2955,22/06/2023 , 19:45:00,31,31
2956,22/06/2023 , 20:00:00,20,20
2957,22/06/2023 , 20:15:00,36,36
2958,22/06/2023 , 20:30:00,116,116
2959,22/06/2023 , 20:45:00,44,44
2960,22/06/2023 , 21:00:00,11,11
2961,22/06/2023 , 21:15:00,4,4
2962,22/06/2023 , 21:30:00,0,0
2963,22/06/2023 , 21:45:00,0,0
2964,22/06/2023 , 22:00:00,0,0
2965,22/06/2023 , 22:15:00,0,0
2966,22/06/2023 , 22:30:00,0,0
2967,22/06/2023 , 22:45:00,0,0
2968,22/06/2023 , 23:00:00,0,0
2969,22/06/2023 , 23:15:00,0,0
2970,22/06/2023 , 23:30:00,0,0
2971,22/06/2023 , 23:45:00,0,0
2972,22/06/2023 , 24:00:00,0,0
2973,23/06/2023 , 00:15:00,0,0
2974,23/06/2023 , 00:30:00,0,0
2975,23/06/2023 , 00:45:00,0,0
2976,23/06/2023 , 01:00:00,0,0
2977,23/06/2023 , 01:15:00,0,0
2978,23/06/2023 , 01:30:00,0,0
2979,23/06/2023 , 01:45:00,0,0
2980,23/06/2023 , 02:00:00,0,0
2981,23/06/2023 , 02:15:00,0,0
2982,23/06/2023 , 02:30:00,0,0
2983,23/06/2023 , 02:45:00,0,0
2984,23/06/2023 , 03:00:00,0,0
2985,23/06/2023 , 03:15:00,0,0
2986,23/06/2023 , 03:30:00,0,0
2987,23/06/2023 , 03:45:00,0,0
2988,23/06/2023 , 04:00:00,0,0
2989,23/06/2023 , 04:15:00,0,0
2990,23/06/2023 , 04:30:00,0,0
2991,23/06/2023 , 04:45:00,0,0
2992,23/06/2023 , 05:00:00,1,1
2993,23/06/2023 , 05:15:00,5,5
2994,23/06/2023 , 05:30:00,18,18
2995,23/06/2023 , 05:45:00,41,41
2996,23/06/2023 , 06:00:00,72,72
2997,23/06/2023 , 06:15:00,122,122
2998,23/06/2023 , 06:30:00,199,199
2999,23/06/2023 , 06:45:00,284,284
3000,23/06/2023 , 07:00:00,406,406
3001,23/06/2023 , 07:15:00,572,572
3002,23/06/2023 , 07:30:00,729,729
3003,23/06/2023 , 07:45:00,899,899
3004,23/06/2023 , 08:00:00,1147,1147
3005,23/06/2023 , 08:15:00,1342,1342
3006,23/06/2023 , 08:30:00,1515,1515
3007,23/06/2023 , 08:45:00,1696,1696
3008,23/06/2023 , 09:00:00,1761,1761
3009,23/06/2023 , 09:15:00,1827,1827
3010,23/06/2023 , 09:30:00,1935,1935
3011,23/06/2023 , 09:45:00,1839,1839
3012,23/06/2023 , 10:00:00,1620,1620
3013,23/06/2023 , 10:15:00,1825,1825
3014,23/06/2023 , 10:30:00,1787,1787
3015,23/06/2023 , 10:45:00,2409,2409
3016,23/06/2023 , 11:00:00,2379,2379
3017,23/06/2023 , 11:15:00,3129,3129
3018,23/06/2023 , 11:30:00,3377,3377
3019,23/06/2023 , 11:45:00,4008,4008
3020,23/06/2023 , 12:00:00,4177,4177
3021,23/06/2023 , 12:15:00,3150,3150
3022,23/06/2023 , 12:30:00,3927,3927
3023,23/06/2023 , 12:45:00,4503,4503
3024,23/06/2023 , 13:00:00,4662,4662
3025,23/06/2023 , 13:15:00,4308,4308
3026,23/06/2023 , 13:30:00,3851,3851
3027,23/06/2023 , 13:45:00,4443,4443
3028,23/06/2023 , 14:00:00,4764,4764
3029,23/06/2023 , 14:15:00,3852,3852
3030,23/06/2023 , 14:30:00,5696,5696
3031,23/06/2023 , 14:45:00,5769,5769
3032,23/06/2023 , 15:00:00,5930,5930
3033,23/06/2023 , 15:15:00,5150,5150
3034,23/06/2023 , 15:30:00,4259,4259
3035,23/06/2023 , 15:45:00,4061,4061
3036,23/06/2023 , 16:00:00,4828,4828
3037,23/06/2023 , 16:15:00,4366,4366
3038,23/06/2023 , 16:30:00,3512,3512
3039,23/06/2023 , 16:45:00,2101,2101
3040,23/06/2023 , 17:00:00,2179,2179
3041,23/06/2023 , 17:15:00,1556,1556
3042,23/06/2023 , 17:30:00,1549,1549
3043,23/06/2023 , 17:45:00,1117,1117
3044,23/06/2023 , 18:00:00,779,779
3045,23/06/2023 , 18:15:00,675,675
3046,23/06/2023 , 18:30:00,420,420
3047,23/06/2023 , 18:45:00,390,390
3048,23/06/2023 , 19:00:00,241,241
3049,23/06/2023 , 19:15:00,111,111
3050,23/06/2023 , 19:30:00,78,78
3051,23/06/2023 , 19:45:00,46,46
3052,23/06/2023 , 20:00:00,42,42
3053,23/06/2023 , 20:15:00,30,30
3054,23/06/2023 , 20:30:00,20,20
3055,23/06/2023 , 20:45:00,11,11
3056,23/06/2023 , 21:00:00,9,9
3057,23/06/2023 , 21:15:00,21,21
3058,23/06/2023 , 21:30:00,8,8
3059,23/06/2023 , 21:45:00,0,0
3060,23/06/2023 , 22:00:00,0,0
3061,23/06/2023 , 22:15:00,0,0
3062,23/06/2023 , 22:30:00,0,0
3063,23/06/2023 , 22:45:00,0,0
3064,23/06/2023 , 23:00:00,0,0
3065,23/06/2023 , 23:15:00,0,0
3066,23/06/2023 , 23:30:00,0,0
3067,23/06/2023 , 23:45:00,0,0
3068,23/06/2023 , 24:00:00,0,0
3069,24/06/2023 , 00:15:00,0,0
3070,24/06/2023 , 00:30:00,0,0
3071,24/06/2023 , 00:45:00,0,0
3072,24/06/2023 , 01:00:00,0,0
3073,24/06/2023 , 01:15:00,0,0
3074,24/06/2023 , 01:30:00,0,0
3075,24/06/2023 , 01:45:00,0,0
3076,24/06/2023 , 02:00:00,0,0
3077,24/06/2023 , 02:15:00,0,0
3078,24/06/2023 , 02:30:00,0,0
3079,24/06/2023 , 02:45:00,0,0
3080,24/06/2023 , 03:00:00,0,0
3081,24/06/2023 , 03:15:00,0,0
3082,24/06/2023 , 03:30:00,0,0
3083,24/06/2023 , 03:45:00,0,0
3084,24/06/2023 , 04:00:00,0,0
3085,24/06/2023 , 04:15:00,0,0
3086,24/06/2023 , 04:30:00,0,0
3087,24/06/2023 , 04:45:00,0,0
3088,24/06/2023 , 05:00:00,1,1
3089,24/06/2023 , 05:15:00,6,6
3090,24/06/2023 , 05:30:00,20,20
3091,24/06/2023 , 05:45:00,41,41
3092,24/06/2023 , 06:00:00,63,63
3093,24/06/2023 , 06:15:00,94,94
3094,24/06/2023 , 06:30:00,127,127
3095,24/06/2023 , 06:45:00,179,179
3096,24/06/2023 , 07:00:00,295,295
3097,24/06/2023 , 07:15:00,411,411
3098,24/06/2023 , 07:30:00,568,568
3099,24/06/2023 , 07:45:00,572,572
3100,24/06/2023 , 08:00:00,856,856
3101,24/06/2023 , 08:15:00,1503,1503
3102,24/06/2023 , 08:30:00,1694,1694
3103,24/06/2023 , 08:45:00,1944,1944
3104,24/06/2023 , 09:00:00,2289,2289
3105,24/06/2023 , 09:15:00,2789,2789
3106,24/06/2023 , 09:30:00,3189,3189
3107,24/06/2023 , 09:45:00,3161,3161
3108,24/06/2023 , 10:00:00,3250,3250
3109,24/06/2023 , 10:15:00,3092,3092
3110,24/06/2023 , 10:30:00,2511,2511
3111,24/06/2023 , 10:45:00,2989,2989
3112,24/06/2023 , 11:00:00,3561,3561
3113,24/06/2023 , 11:15:00,3095,3095
3114,24/06/2023 , 11:30:00,2113,2113
3115,24/06/2023 , 11:45:00,2801,2801
3116,24/06/2023 , 12:00:00,3372,3372
3117,24/06/2023 , 12:15:00,3805,3805
3118,24/06/2023 , 12:30:00,3821,3821
3119,24/06/2023 , 12:45:00,4146,4146
3120,24/06/2023 , 13:00:00,3718,3718
3121,24/06/2023 , 13:15:00,5007,5007
3122,24/06/2023 , 13:30:00,5692,5692
3123,24/06/2023 , 13:45:00,4864,4864
3124,24/06/2023 , 14:00:00,4567,4567
3125,24/06/2023 , 14:15:00,4737,4737
3126,24/06/2023 , 14:30:00,4560,4560
3127,24/06/2023 , 14:45:00,5161,5161
3128,24/06/2023 , 15:00:00,4996,4996
3129,24/06/2023 , 15:15:00,3180,3180
3130,24/06/2023 , 15:30:00,3590,3590
3131,24/06/2023 , 15:45:00,3410,3410
3132,24/06/2023 , 16:00:00,3355,3355
3133,24/06/2023 , 16:15:00,2976,2976
3134,24/06/2023 , 16:30:00,2729,2729
3135,24/06/2023 , 16:45:00,2328,2328
3136,24/06/2023 , 17:00:00,2180,2180
3137,24/06/2023 , 17:15:00,1934,1934
3138,24/06/2023 , 17:30:00,1641,1641
3139,24/06/2023 , 17:45:00,1536,1536
3140,24/06/2023 , 18:00:00,1162,1162
3141,24/06/2023 , 18:15:00,815,815
3142,24/06/2023 , 18:30:00,650,650
3143,24/06/2023 , 18:45:00,455,455
3144,24/06/2023 , 19:00:00,398,398
3145,24/06/2023 , 19:15:00,400,400
3146,24/06/2023 , 19:30:00,302,302
3147,24/06/2023 , 19:45:00,415,415
3148,24/06/2023 , 20:00:00,295,295
3149,24/06/2023 , 20:15:00,211,211
3150,24/06/2023 , 20:30:00,136,136
3151,24/06/2023 , 20:45:00,91,91
3152,24/06/2023 , 21:00:00,54,54
3153,24/06/2023 , 21:15:00,26,26
3154,24/06/2023 , 21:30:00,9,9
3155,24/06/2023 , 21:45:00,1,1
3156,24/06/2023 , 22:00:00,0,0
3157,24/06/2023 , 22:15:00,0,0
3158,24/06/2023 , 22:30:00,0,0
3159,24/06/2023 , 22:45:00,0,0
3160,24/06/2023 , 23:00:00,0,0
3161,24/06/2023 , 23:15:00,0,0
3162,24/06/2023 , 23:30:00,0,0
3163,24/06/2023 , 23:45:00,0,0
3164,24/06/2023 , 24:00:00,0,0
3165,25/06/2023 , 00:15:00,0,0
3166,25/06/2023 , 00:30:00,0,0
3167,25/06/2023 , 00:45:00,0,0
3168,25/06/2023 , 01:00:00,0,0
3169,25/06/2023 , 01:15:00,0,0
3170,25/06/2023 , 01:30:00,0,0
3171,25/06/2023 , 01:45:00,0,0
3172,25/06/2023 , 02:00:00,0,0
3173,25/06/2023 , 02:15:00,0,0
3174,25/06/2023 , 02:30:00,0,0
3175,25/06/2023 , 02:45:00,0,0
3176,25/06/2023 , 03:00:00,0,0
3177,25/06/2023 , 03:15:00,0,0
3178,25/06/2023 , 03:30:00,0,0
3179,25/06/2023 , 03:45:00,0,0
3180,25/06/2023 , 04:00:00,0,0
3181,25/06/2023 , 04:15:00,0,0
3182,25/06/2023 , 04:30:00,0,0
3183,25/06/2023 , 04:45:00,0,0
3184,25/06/2023 , 05:00:00,1,1
3185,25/06/2023 , 05:15:00,9,9
3186,25/06/2023 , 05:30:00,27,27
3187,25/06/2023 , 05:45:00,51,51
3188,25/06/2023 , 06:00:00,88,88
3189,25/06/2023 , 06:15:00,108,108
3190,25/06/2023 , 06:30:00,132,132
3191,25/06/2023 , 06:45:00,169,169
3192,25/06/2023 , 07:00:00,252,252
3193,25/06/2023 , 07:15:00,545,545
3194,25/06/2023 , 07:30:00,1137,1137
3195,25/06/2023 , 07:45:00,1279,1279
3196,25/06/2023 , 08:00:00,1393,1393
3197,25/06/2023 , 08:15:00,1675,1675
3198,25/06/2023 , 08:30:00,1926,1926
3199,25/06/2023 , 08:45:00,2123,2123
3200,25/06/2023 , 09:00:00,2365,2365
3201,25/06/2023 , 09:15:00,2599,2599
3202,25/06/2023 , 09:30:00,2883,2883
3203,25/06/2023 , 09:45:00,3195,3195
3204,25/06/2023 , 10:00:00,3414,3414
3205,25/06/2023 , 10:15:00,3462,3462
3206,25/06/2023 , 10:30:00,3529,3529
3207,25/06/2023 , 10:45:00,3972,3972
3208,25/06/2023 , 11:00:00,4109,4109
3209,25/06/2023 , 11:15:00,4049,4049
3210,25/06/2023 , 11:30:00,4008,4008
3211,25/06/2023 , 11:45:00,4230,4230
3212,25/06/2023 , 12:00:00,3893,3893
3213,25/06/2023 , 12:15:00,3537,3537
3214,25/06/2023 , 12:30:00,4115,4115
3215,25/06/2023 , 12:45:00,3283,3283
3216,25/06/2023 , 13:00:00,3988,3988
3217,25/06/2023 , 13:15:00,4462,4462
3218,25/06/2023 , 13:30:00,3775,3775
3219,25/06/2023 , 13:45:00,3326,3326
3220,25/06/2023 , 14:00:00,3865,3865
3221,25/06/2023 , 14:15:00,3377,3377
3222,25/06/2023 , 14:30:00,3151,3151
3223,25/06/2023 , 14:45:00,2771,2771
3224,25/06/2023 , 15:00:00,2218,2218
3225,25/06/2023 , 15:15:00,2212,2212
3226,25/06/2023 , 15:30:00,1835,1835
3227,25/06/2023 , 15:45:00,1870,1870
3228,25/06/2023 , 16:00:00,1879,1879
3229,25/06/2023 , 16:15:00,1870,1870
3230,25/06/2023 , 16:30:00,2496,2496
3231,25/06/2023 , 16:45:00,1855,1855
3232,25/06/2023 , 17:00:00,2430,2430
3233,25/06/2023 , 17:15:00,2195,2195
3234,25/06/2023 , 17:30:00,2410,2410
3235,25/06/2023 , 17:45:00,1720,1720
3236,25/06/2023 , 18:00:00,2023,2023
3237,25/06/2023 , 18:15:00,1534,1534
3238,25/06/2023 , 18:30:00,1707,1707
3239,25/06/2023 , 18:45:00,1268,1268
3240,25/06/2023 , 19:00:00,768,768
3241,25/06/2023 , 19:15:00,549,549
3242,25/06/2023 , 19:30:00,614,614
3243,25/06/2023 , 19:45:00,380,380
3244,25/06/2023 , 20:00:00,361,361
3245,25/06/2023 , 20:15:00,145,145
3246,25/06/2023 , 20:30:00,105,105
3247,25/06/2023 , 20:45:00,31,31
3248,25/06/2023 , 21:00:00,25,25
3249,25/06/2023 , 21:15:00,17,17
3250,25/06/2023 , 21:30:00,9,9
3251,25/06/2023 , 21:45:00,1,1
3252,25/06/2023 , 22:00:00,0,0
3253,25/06/2023 , 22:15:00,0,0
3254,25/06/2023 , 22:30:00,0,0
3255,25/06/2023 , 22:45:00,0,0
3256,25/06/2023 , 23:00:00,0,0
3257,25/06/2023 , 23:15:00,0,0
3258,25/06/2023 , 23:30:00,0,0
3259,25/06/2023 , 23:45:00,0,0
3260,25/06/2023 , 24:00:00,0,0
3261,26/06/2023 , 00:15:00,0,0
3262,26/06/2023 , 00:30:00,0,0
3263,26/06/2023 , 00:45:00,0,0
3264,26/06/2023 , 01:00:00,0,0
3265,26/06/2023 , 01:15:00,0,0
3266,26/06/2023 , 01:30:00,0,0
3267,26/06/2023 , 01:45:00,0,0
3268,26/06/2023 , 02:00:00,0,0
3269,26/06/2023 , 02:15:00,0,0
3270,26/06/2023 , 02:30:00,0,0
3271,26/06/2023 , 02:45:00,0,0
3272,26/06/2023 , 03:00:00,0,0
3273,26/06/2023 , 03:15:00,0,0
3274,26/06/2023 , 03:30:00,0,0
3275,26/06/2023 , 03:45:00,0,0
3276,26/06/2023 , 04:00:00,0,0
3277,26/06/2023 , 04:15:00,0,0
3278,26/06/2023 , 04:30:00,0,0
3279,26/06/2023 , 04:45:00,0,0
3280,26/06/2023 , 05:00:00,0,0
3281,26/06/2023 , 05:15:00,7,7
3282,26/06/2023 , 05:30:00,21,21
3283,26/06/2023 , 05:45:00,55,55
3284,26/06/2023 , 06:00:00,82,82
3285,26/06/2023 , 06:15:00,163,163
3286,26/06/2023 , 06:30:00,196,196
3287,26/06/2023 , 06:45:00,183,183
3288,26/06/2023 , 07:00:00,280,280
3289,26/06/2023 , 07:15:00,346,346
3290,26/06/2023 , 07:30:00,555,555
3291,26/06/2023 , 07:45:00,604,604
3292,26/06/2023 , 08:00:00,715,715
3293,26/06/2023 , 08:15:00,1033,1033
3294,26/06/2023 , 08:30:00,1846,1846
3295,26/06/2023 , 08:45:00,1948,1948
3296,26/06/2023 , 09:00:00,1935,1935
3297,26/06/2023 , 09:15:00,542,542
3298,26/06/2023 , 09:30:00,171,171
3299,26/06/2023 , 09:45:00,278,278
3300,26/06/2023 , 10:00:00,166,166
3301,26/06/2023 , 10:15:00,164,164
3302,26/06/2023 , 10:30:00,365,365
3303,26/06/2023 , 10:45:00,2685,2685
3304,26/06/2023 , 11:00:00,3210,3210
3305,26/06/2023 , 11:15:00,1376,1376
3306,26/06/2023 , 11:30:00,1474,1474
3307,26/06/2023 , 11:45:00,3241,3241
3308,26/06/2023 , 12:00:00,4693,4693
3309,26/06/2023 , 12:15:00,4949,4949
3310,26/06/2023 , 12:30:00,4912,4912
3311,26/06/2023 , 12:45:00,4990,4990
3312,26/06/2023 , 13:00:00,5085,5085
3313,26/06/2023 , 13:15:00,5004,5004
3314,26/06/2023 , 13:30:00,4540,4540
3315,26/06/2023 , 13:45:00,4221,4221
3316,26/06/2023 , 14:00:00,4363,4363
3317,26/06/2023 , 14:15:00,4351,4351
3318,26/06/2023 , 14:30:00,4478,4478
3319,26/06/2023 , 14:45:00,4332,4332
3320,26/06/2023 , 15:00:00,4326,4326
3321,26/06/2023 , 15:15:00,4200,4200
3322,26/06/2023 , 15:30:00,4049,4049
3323,26/06/2023 , 15:45:00,3943,3943
3324,26/06/2023 , 16:00:00,3734,3734
3325,26/06/2023 , 16:15:00,3560,3560
3326,26/06/2023 , 16:30:00,2965,2965
3327,26/06/2023 , 16:45:00,2716,2716
3328,26/06/2023 , 17:00:00,2235,2235
3329,26/06/2023 , 17:15:00,1827,1827
3330,26/06/2023 , 17:30:00,1884,1884
3331,26/06/2023 , 17:45:00,1746,1746
3332,26/06/2023 , 18:00:00,1404,1404
3333,26/06/2023 , 18:15:00,1577,1577
3334,26/06/2023 , 18:30:00,1548,1548
3335,26/06/2023 , 18:45:00,1191,1191
3336,26/06/2023 , 19:00:00,994,994
3337,26/06/2023 , 19:15:00,800,800
3338,26/06/2023 , 19:30:00,768,768
3339,26/06/2023 , 19:45:00,658,658
3340,26/06/2023 , 20:00:00,497,497
3341,26/06/2023 , 20:15:00,328,328
3342,26/06/2023 , 20:30:00,211,211
3343,26/06/2023 , 20:45:00,131,131
3344,26/06/2023 , 21:00:00,74,74
3345,26/06/2023 , 21:15:00,29,29
3346,26/06/2023 , 21:30:00,5,5
3347,26/06/2023 , 21:45:00,1,1
3348,26/06/2023 , 22:00:00,0,0
3349,26/06/2023 , 22:15:00,0,0
3350,26/06/2023 , 22:30:00,0,0
3351,26/06/2023 , 22:45:00,0,0
3352,26/06/2023 , 23:00:00,0,0
3353,26/06/2023 , 23:15:00,0,0
3354,26/06/2023 , 23:30:00,0,0
3355,26/06/2023 , 23:45:00,0,0
3356,26/06/2023 , 24:00:00,0,0
3357,27/06/2023 , 00:15:00,0,0
3358,27/06/2023 , 00:30:00,0,0
3359,27/06/2023 , 00:45:00,0,0
3360,27/06/2023 , 01:00:00,0,0
3361,27/06/2023 , 01:15:00,0,0
3362,27/06/2023 , 01:30:00,0,0
3363,27/06/2023 , 01:45:00,0,0
3364,27/06/2023 , 02:00:00,0,0
3365,27/06/2023 , 02:15:00,0,0
3366,27/06/2023 , 02:30:00,0,0
3367,27/06/2023 , 02:45:00,0,0
3368,27/06/2023 , 03:00:00,0,0
3369,27/06/2023 , 03:15:00,0,0
3370,27/06/2023 , 03:30:00,0,0
3371,27/06/2023 , 03:45:00,0,0
3372,27/06/2023 , 04:00:00,0,0
3373,27/06/2023 , 04:15:00,0,0
3374,27/06/2023 , 04:30:00,0,0
3375,27/06/2023 , 04:45:00,0,0
3376,27/06/2023 , 05:00:00,0,0
3377,27/06/2023 , 05:15:00,3,3
3378,27/06/2023 , 05:30:00,11,11
3379,27/06/2023 , 05:45:00,31,31
3380,27/06/2023 , 06:00:00,46,46
3381,27/06/2023 , 06:15:00,57,57
3382,27/06/2023 , 06:30:00,113,113
3383,27/06/2023 , 06:45:00,168,168
3384,27/06/2023 , 07:00:00,266,266
3385,27/06/2023 , 07:15:00,236,236
3386,27/06/2023 , 07:30:00,429,429
3387,27/06/2023 , 07:45:00,793,793
3388,27/06/2023 , 08:00:00,1627,1627
3389,27/06/2023 , 08:15:00,2145,2145
3390,27/06/2023 , 08:30:00,2471,2471
3391,27/06/2023 , 08:45:00,2516,2516
3392,27/06/2023 , 09:00:00,2698,2698
3393,27/06/2023 , 09:15:00,2799,2799
3394,27/06/2023 , 09:30:00,3326,3326
3395,27/06/2023 , 09:45:00,3549,3549
3396,27/06/2023 , 10:00:00,3724,3724
3397,27/06/2023 , 10:15:00,3845,3845
3398,27/06/2023 , 10:30:00,4055,4055
3399,27/06/2023 , 10:45:00,4113,4113
3400,27/06/2023 , 11:00:00,4247,4247
3401,27/06/2023 , 11:15:00,4334,4334
3402,27/06/2023 , 11:30:00,4470,4470
3403,27/06/2023 , 11:45:00,4666,4666
3404,27/06/2023 , 12:00:00,4939,4939
3405,27/06/2023 , 12:15:00,5067,5067
3406,27/06/2023 , 12:30:00,4841,4841
3407,27/06/2023 , 12:45:00,4783,4783
3408,27/06/2023 , 13:00:00,4804,4804
3409,27/06/2023 , 13:15:00,4585,4585
3410,27/06/2023 , 13:30:00,4529,4529
3411,27/06/2023 , 13:45:00,4414,4414
3412,27/06/2023 , 14:00:00,4230,4230
3413,27/06/2023 , 14:15:00,4026,4026
3414,27/06/2023 , 14:30:00,3918,3918
3415,27/06/2023 , 14:45:00,3743,3743
3416,27/06/2023 , 15:00:00,3678,3678
3417,27/06/2023 , 15:15:00,3513,3513
3418,27/06/2023 , 15:30:00,3246,3246
3419,27/06/2023 , 15:45:00,3130,3130
3420,27/06/2023 , 16:00:00,2794,2794
3421,27/06/2023 , 16:15:00,2731,2731
3422,27/06/2023 , 16:30:00,2769,2769
3423,27/06/2023 , 16:45:00,2585,2585
3424,27/06/2023 , 17:00:00,2768,2768
3425,27/06/2023 , 17:15:00,2279,2279
3426,27/06/2023 , 17:30:00,1542,1542
3427,27/06/2023 , 17:45:00,1232,1232
3428,27/06/2023 , 18:00:00,1253,1253
3429,27/06/2023 , 18:15:00,1368,1368
3430,27/06/2023 , 18:30:00,1235,1235
3431,27/06/2023 , 18:45:00,880,880
3432,27/06/2023 , 19:00:00,837,837
3433,27/06/2023 , 19:15:00,769,769
3434,27/06/2023 , 19:30:00,598,598
3435,27/06/2023 , 19:45:00,462,462
3436,27/06/2023 , 20:00:00,392,392
3437,27/06/2023 , 20:15:00,309,309
3438,27/06/2023 , 20:30:00,199,199
3439,27/06/2023 , 20:45:00,117,117
3440,27/06/2023 , 21:00:00,63,63
3441,27/06/2023 , 21:15:00,21,21
