#,Date-Time (PDT),Ch:1 - Temperature   (°C),Host Connected,Button Down,Button Up,End of File
300,05/26/2023 03:00:00,11.452,,,,
301,05/26/2023 03:15:00,11.151,,,,
302,05/26/2023 03:30:00,10.851,,,,
303,05/26/2023 03:45:00,10.679,,,,
304,05/26/2023 04:00:00,10.594,,,,
305,05/26/2023 04:15:00,10.529,,,,
306,05/26/2023 04:30:00,10.497,,,,
307,05/26/2023 04:45:00,10.433,,,,
308,05/26/2023 05:00:00,10.336,,,,
309,05/26/2023 05:15:00,10.218,,,,
310,05/26/2023 05:30:00,10.068,,,,
311,05/26/2023 05:45:00,10.047,,,,
312,05/26/2023 06:00:00,10.068,,,,
313,05/26/2023 06:15:00,10.154,,,,
314,05/26/2023 06:30:00,10.293,,,,
315,05/26/2023 06:45:00,10.476,,,,
316,05/26/2023 07:00:00,10.990,,,,
317,05/26/2023 07:15:00,11.237,,,,
318,05/26/2023 07:30:00,11.452,,,,
319,05/26/2023 07:45:00,11.623,,,,
320,05/26/2023 08:00:00,11.773,,,,
321,05/26/2023 08:15:00,11.827,,,,
322,05/26/2023 08:30:00,11.816,,,,
323,05/26/2023 08:45:00,11.741,,,,
324,05/26/2023 09:00:00,11.741,,,,
325,05/26/2023 09:15:00,11.838,,,,
326,05/26/2023 09:30:00,11.816,,,,
327,05/26/2023 09:45:00,11.816,,,,
328,05/26/2023 10:00:00,11.741,,,,
329,05/26/2023 10:15:00,11.688,,,,
330,05/26/2023 10:30:00,11.655,,,,
331,05/26/2023 10:45:00,11.709,,,,
332,05/26/2023 11:00:00,11.741,,,,
333,05/26/2023 11:15:00,11.870,,,,
334,05/26/2023 11:30:00,12.052,,,,
335,05/26/2023 11:45:00,12.009,,,,
336,05/26/2023 12:00:00,11.988,,,,
337,05/26/2023 12:15:00,12.052,,,,
338,05/26/2023 12:30:00,12.117,,,,
339,05/26/2023 12:45:00,12.170,,,,
340,05/26/2023 13:00:00,12.224,,,,
341,05/26/2023 13:15:00,12.460,,,,
342,05/26/2023 13:30:00,12.546,,,,
343,05/26/2023 13:45:00,12.631,,,,
344,05/26/2023 14:00:00,12.749,,,,
345,05/26/2023 14:15:00,12.857,,,,
346,05/26/2023 14:30:00,13.007,,,,
347,05/26/2023 14:45:00,13.135,,,,
348,05/26/2023 15:00:00,13.189,,,,
349,05/26/2023 15:15:00,13.264,,,,
350,05/26/2023 15:30:00,13.404,,,,
351,05/26/2023 15:45:00,13.725,,,,
352,05/26/2023 16:00:00,13.854,,,,
353,05/26/2023 16:15:00,14.122,,,,
354,05/26/2023 16:30:00,14.401,,,,
355,05/26/2023 16:45:00,14.723,,,,
356,05/26/2023 17:00:00,14.959,,,,
357,05/26/2023 17:15:00,15.248,,,,
358,05/26/2023 17:30:00,15.356,,,,
359,05/26/2023 17:45:00,15.484,,,,
360,05/26/2023 18:00:00,15.495,,,,
361,05/26/2023 18:15:00,15.280,,,,
362,05/26/2023 18:30:00,14.819,,,,
363,05/26/2023 18:45:00,14.111,,,,
364,05/26/2023 19:00:00,13.854,,,,
365,05/26/2023 19:15:00,13.779,,,,
366,05/26/2023 19:30:00,13.779,,,,
367,05/26/2023 19:45:00,13.747,,,,
368,05/26/2023 20:00:00,13.715,,,,
369,05/26/2023 20:15:00,13.672,,,,
370,05/26/2023 20:30:00,13.479,,,,
371,05/26/2023 20:45:00,12.653,,,,
372,05/26/2023 21:00:00,12.288,,,,
373,05/26/2023 21:15:00,11.999,,,,
374,05/26/2023 21:30:00,11.881,,,,
375,05/26/2023 21:45:00,11.827,,,,
376,05/26/2023 22:00:00,11.881,,,,
377,05/26/2023 22:15:00,11.913,,,,
378,05/26/2023 22:30:00,12.256,,,,
379,05/26/2023 22:45:00,11.848,,,,
380,05/26/2023 23:00:00,11.151,,,,
381,05/26/2023 23:15:00,10.883,,,,
382,05/26/2023 23:30:00,10.797,,,,
383,05/26/2023 23:45:00,10.701,,,,
384,05/27/2023 00:00:00,10.615,,,,
385,05/27/2023 00:15:00,10.701,,,,
386,05/27/2023 00:30:00,11.087,,,,
387,05/27/2023 00:45:00,11.269,,,,
388,05/27/2023 01:00:00,11.312,,,,
389,05/27/2023 01:15:00,11.141,,,,
390,05/27/2023 01:30:00,11.162,,,,
391,05/27/2023 01:45:00,11.184,,,,
392,05/27/2023 02:00:00,11.237,,,,
393,05/27/2023 02:15:00,11.248,,,,
394,05/27/2023 02:30:00,11.280,,,,
395,05/27/2023 02:45:00,11.301,,,,
396,05/27/2023 03:00:00,11.323,,,,
397,05/27/2023 03:15:00,11.355,,,,
398,05/27/2023 03:30:00,11.945,,,,
399,05/27/2023 03:45:00,11.816,,,,
400,05/27/2023 04:00:00,11.184,,,,
401,05/27/2023 04:15:00,10.990,,,,
402,05/27/2023 04:30:00,10.830,,,,
403,05/27/2023 04:45:00,10.626,,,,
404,05/27/2023 05:00:00,10.529,,,,
405,05/27/2023 05:15:00,10.443,,,,
406,05/27/2023 05:30:00,10.443,,,,
407,05/27/2023 05:45:00,10.411,,,,
408,05/27/2023 06:00:00,10.390,,,,
409,05/27/2023 06:15:00,10.368,,,,
410,05/27/2023 06:30:00,10.358,,,,
411,05/27/2023 06:45:00,10.368,,,,
412,05/27/2023 07:00:00,10.379,,,,
413,05/27/2023 07:15:00,10.390,,,,
414,05/27/2023 07:30:00,10.433,,,,
415,05/27/2023 07:45:00,10.744,,,,
416,05/27/2023 08:00:00,10.883,,,,
417,05/27/2023 08:15:00,11.001,,,,
418,05/27/2023 08:30:00,11.098,,,,
419,05/27/2023 08:45:00,11.226,,,,
420,05/27/2023 09:00:00,11.377,,,,
421,05/27/2023 09:15:00,11.484,,,,
422,05/27/2023 09:30:00,11.613,,,,
423,05/27/2023 09:45:00,11.655,,,,
424,05/27/2023 10:00:00,11.741,,,,
425,05/27/2023 10:15:00,11.752,,,,
426,05/27/2023 10:30:00,11.730,,,,
427,05/27/2023 10:45:00,11.741,,,,
428,05/27/2023 11:00:00,11.741,,,,
429,05/27/2023 11:15:00,11.784,,,,
430,05/27/2023 11:30:00,11.806,,,,
431,05/27/2023 11:45:00,11.870,,,,
432,05/27/2023 12:00:00,11.913,,,,
433,05/27/2023 12:15:00,11.977,,,,
434,05/27/2023 12:30:00,11.977,,,,
435,05/27/2023 12:45:00,11.966,,,,
436,05/27/2023 13:00:00,11.977,,,,
437,05/27/2023 13:15:00,12.009,,,,
438,05/27/2023 13:30:00,12.052,,,,
439,05/27/2023 13:45:00,12.095,,,,
440,05/27/2023 14:00:00,12.138,,,,
441,05/27/2023 14:15:00,12.181,,,,
442,05/27/2023 14:30:00,12.202,,,,
443,05/27/2023 14:45:00,12.235,,,,
444,05/27/2023 15:00:00,12.277,,,,
445,05/27/2023 15:15:00,12.310,,,,
446,05/27/2023 15:30:00,12.428,,,,
447,05/27/2023 15:45:00,12.578,,,,
448,05/27/2023 16:00:00,12.685,,,,
449,05/27/2023 16:15:00,12.824,,,,
450,05/27/2023 16:30:00,12.964,,,,
451,05/27/2023 16:45:00,13.007,,,,
452,05/27/2023 17:00:00,13.178,,,,
453,05/27/2023 17:15:00,13.511,,,,
454,05/27/2023 17:30:00,13.618,,,,
455,05/27/2023 17:45:00,13.800,,,,
456,05/27/2023 18:00:00,14.122,,,,
457,05/27/2023 18:15:00,14.573,,,,
458,05/27/2023 18:30:00,14.444,,,,
459,05/27/2023 18:45:00,14.476,,,,
460,05/27/2023 19:00:00,14.551,,,,
461,05/27/2023 19:15:00,14.562,,,,
462,05/27/2023 19:30:00,14.648,,,,
463,05/27/2023 19:45:00,14.605,,,,
464,05/27/2023 20:00:00,14.594,,,,
465,05/27/2023 20:15:00,14.701,,,,
466,05/27/2023 20:30:00,14.787,,,,
467,05/27/2023 20:45:00,14.851,,,,
468,05/27/2023 21:00:00,14.476,,,,
469,05/27/2023 21:15:00,13.929,,,,
470,05/27/2023 21:30:00,13.586,,,,
471,05/27/2023 21:45:00,13.275,,,,
472,05/27/2023 22:00:00,12.942,,,,
473,05/27/2023 22:15:00,12.889,,,,
474,05/27/2023 22:30:00,12.910,,,,
475,05/27/2023 22:45:00,12.878,,,,
476,05/27/2023 23:00:00,12.771,,,,
477,05/27/2023 23:15:00,12.524,,,,
478,05/27/2023 23:30:00,12.224,,,,
479,05/27/2023 23:45:00,11.913,,,,
480,05/28/2023 00:00:00,11.806,,,,
481,05/28/2023 00:15:00,11.623,,,,
482,05/28/2023 00:30:00,11.344,,,,
483,05/28/2023 00:45:00,11.184,,,,
484,05/28/2023 01:00:00,11.419,,,,
485,05/28/2023 01:15:00,11.655,,,,
486,05/28/2023 01:30:00,11.720,,,,
487,05/28/2023 01:45:00,11.623,,,,
488,05/28/2023 02:00:00,11.430,,,,
489,05/28/2023 02:15:00,11.452,,,,
490,05/28/2023 02:30:00,11.484,,,,
491,05/28/2023 02:45:00,11.495,,,,
492,05/28/2023 03:00:00,11.505,,,,
493,05/28/2023 03:15:00,11.527,,,,
494,05/28/2023 03:30:00,11.580,,,,
495,05/28/2023 03:45:00,12.202,,,,
496,05/28/2023 04:00:00,12.664,,,,
497,05/28/2023 04:15:00,11.773,,,,
498,05/28/2023 04:30:00,11.505,,,,
499,05/28/2023 04:45:00,11.312,,,,
500,05/28/2023 05:00:00,11.312,,,,
501,05/28/2023 05:15:00,11.527,,,,
502,05/28/2023 05:30:00,11.280,,,,
503,05/28/2023 05:45:00,10.980,,,,
504,05/28/2023 06:00:00,10.733,,,,
505,05/28/2023 06:15:00,10.594,,,,
506,05/28/2023 06:30:00,10.572,,,,
507,05/28/2023 06:45:00,10.679,,,,
508,05/28/2023 07:00:00,10.937,,,,
509,05/28/2023 07:15:00,11.076,,,,
510,05/28/2023 07:30:00,11.044,,,,
511,05/28/2023 07:45:00,11.033,,,,
512,05/28/2023 08:00:00,11.044,,,,
513,05/28/2023 08:15:00,11.098,,,,
514,05/28/2023 08:30:00,11.130,,,,
515,05/28/2023 08:45:00,11.141,,,,
516,05/28/2023 09:00:00,11.162,,,,
517,05/28/2023 09:15:00,11.194,,,,
518,05/28/2023 09:30:00,11.280,,,,
519,05/28/2023 09:45:00,11.334,,,,
520,05/28/2023 10:00:00,11.709,,,,
521,05/28/2023 10:15:00,11.977,,,,
522,05/28/2023 10:30:00,12.052,,,,
523,05/28/2023 10:45:00,12.063,,,,
524,05/28/2023 11:00:00,12.042,,,,
525,05/28/2023 11:15:00,12.074,,,,
526,05/28/2023 11:30:00,12.084,,,,
527,05/28/2023 11:45:00,12.095,,,,
528,05/28/2023 12:00:00,12.127,,,,
529,05/28/2023 12:15:00,12.202,,,,
530,05/28/2023 12:30:00,12.245,,,,
531,05/28/2023 12:45:00,12.288,,,,
532,05/28/2023 13:00:00,12.310,,,,
533,05/28/2023 13:15:00,12.374,,,,
534,05/28/2023 13:30:00,12.428,,,,
535,05/28/2023 13:45:00,12.460,,,,
536,05/28/2023 14:00:00,12.492,,,,
537,05/28/2023 14:15:00,12.481,,,,
538,05/28/2023 14:30:00,12.513,,,,
539,05/28/2023 14:45:00,12.524,,,,
540,05/28/2023 15:00:00,12.835,,,,
541,05/28/2023 15:15:00,13.168,,,,
542,05/28/2023 15:30:00,13.329,,,,
543,05/28/2023 15:45:00,13.329,,,,
544,05/28/2023 16:00:00,13.661,,,,
545,05/28/2023 16:15:00,13.629,,,,
546,05/28/2023 16:30:00,13.672,,,,
547,05/28/2023 16:45:00,13.725,,,,
548,05/28/2023 17:00:00,13.779,,,,
549,05/28/2023 17:15:00,13.811,,,,
550,05/28/2023 17:30:00,14.176,,,,
551,05/28/2023 17:45:00,14.069,,,,
552,05/28/2023 18:00:00,13.822,,,,
553,05/28/2023 18:15:00,13.811,,,,
554,05/28/2023 18:30:00,13.811,,,,
555,05/28/2023 18:45:00,13.768,,,,
556,05/28/2023 19:00:00,13.725,,,,
557,05/28/2023 19:15:00,13.811,,,,
558,05/28/2023 19:30:00,13.929,,,,
559,05/28/2023 19:45:00,13.693,,,,
560,05/28/2023 20:00:00,13.393,,,,
561,05/28/2023 20:15:00,13.318,,,,
562,05/28/2023 20:30:00,12.996,,,,
563,05/28/2023 20:45:00,12.803,,,,
564,05/28/2023 21:00:00,12.749,,,,
565,05/28/2023 21:15:00,12.674,,,,
566,05/28/2023 21:30:00,12.642,,,,
567,05/28/2023 21:45:00,12.578,,,,
568,05/28/2023 22:00:00,12.546,,,,
569,05/28/2023 22:15:00,12.503,,,,
570,05/28/2023 22:30:00,12.513,,,,
571,05/28/2023 22:45:00,12.503,,,,
572,05/28/2023 23:00:00,12.492,,,,
573,05/28/2023 23:15:00,12.492,,,,
574,05/28/2023 23:30:00,12.277,,,,
575,05/28/2023 23:45:00,12.074,,,,
576,05/29/2023 00:00:00,11.645,,,,
577,05/29/2023 00:15:00,11.419,,,,
578,05/29/2023 00:30:00,11.355,,,,
579,05/29/2023 00:45:00,11.419,,,,
580,05/29/2023 01:00:00,11.623,,,,
581,05/29/2023 01:15:00,12.031,,,,
582,05/29/2023 01:30:00,12.320,,,,
583,05/29/2023 01:45:00,12.524,,,,
584,05/29/2023 02:00:00,12.513,,,,
585,05/29/2023 02:15:00,12.374,,,,
586,05/29/2023 02:30:00,12.170,,,,
587,05/29/2023 02:45:00,12.052,,,,
588,05/29/2023 03:00:00,11.988,,,,
589,05/29/2023 03:15:00,11.945,,,,
590,05/29/2023 03:30:00,11.891,,,,
591,05/29/2023 03:45:00,11.795,,,,
592,05/29/2023 04:00:00,11.784,,,,
593,05/29/2023 04:15:00,11.945,,,,
594,05/29/2023 04:30:00,12.310,,,,
595,05/29/2023 04:45:00,12.481,,,,
596,05/29/2023 05:00:00,12.481,,,,
597,05/29/2023 05:15:00,12.503,,,,
598,05/29/2023 05:30:00,12.052,,,,
599,05/29/2023 05:45:00,10.851,,,,
600,05/29/2023 06:00:00,10.540,,,,
601,05/29/2023 06:15:00,10.443,,,,
602,05/29/2023 06:30:00,10.368,,,,
603,05/29/2023 06:45:00,10.304,,,,
604,05/29/2023 07:00:00,10.283,,,,
