"Plot Title: 21467044"
"#","Date Time, GMT-07:00","Abs Pres, kPa (LGR S/N: 21467044, SEN S/N: 21467044)","Temp, °C (LGR S/N: 21467044, SEN S/N: 21467044)"
50,05/23/23 01:15:00 PM,117.072,10.455
51,05/23/23 01:30:00 PM,116.833,10.553
52,05/23/23 01:45:00 PM,117.094,10.651
53,05/23/23 02:00:00 PM,117.250,10.651
54,05/23/23 02:15:00 PM,117.753,10.748
55,05/23/23 02:30:00 PM,118.289,10.748
56,05/23/23 02:45:00 PM,118.723,10.846
57,05/23/23 03:00:00 PM,119.276,10.846
58,05/23/23 03:15:00 PM,120.022,10.944
59,05/23/23 03:30:00 PM,120.664,11.041
60,05/23/23 03:45:00 PM,121.630,10.944
61,05/23/23 04:00:00 PM,122.668,10.944
62,05/23/23 04:15:00 PM,123.550,10.944
63,05/23/23 04:30:00 PM,124.759,10.846
64,05/23/23 04:45:00 PM,125.948,10.651
65,05/23/23 05:00:00 PM,127.206,10.455
66,05/23/23 05:15:00 PM,128.534,10.259
67,05/23/23 05:30:00 PM,129.710,10.161
68,05/23/23 05:45:00 PM,130.941,10.161
69,05/23/23 06:00:00 PM,132.551,10.063
70,05/23/23 06:15:00 PM,133.502,9.965
71,05/23/23 06:30:00 PM,134.891,9.965
72,05/23/23 06:45:00 PM,136.196,10.063
73,05/23/23 07:00:00 PM,137.114,9.965
74,05/23/23 07:15:00 PM,138.243,9.965
75,05/23/23 07:30:00 PM,139.338,9.965
76,05/23/23 07:45:00 PM,140.242,9.965
77,05/23/23 08:00:00 PM,140.813,9.866
78,05/23/23 08:15:00 PM,141.717,9.866
79,05/23/23 08:30:00 PM,142.448,9.866
80,05/23/23 08:45:00 PM,143.283,9.866
81,05/23/23 09:00:00 PM,144.049,9.866
82,05/23/23 09:15:00 PM,144.432,9.866
83,05/23/23 09:30:00 PM,144.829,9.768
84,05/23/23 09:45:00 PM,145.230,9.768
85,05/23/23 10:00:00 PM,145.404,9.768
86,05/23/23 10:15:00 PM,145.613,9.768
87,05/23/23 10:30:00 PM,145.770,9.768
88,05/23/23 10:45:00 PM,145.648,9.768
89,05/23/23 11:00:00 PM,145.509,9.768
90,05/23/23 11:15:00 PM,145.334,9.768
91,05/23/23 11:30:00 PM,145.125,9.768
92,05/23/23 11:45:00 PM,144.899,9.768
93,05/24/23 12:00:00 AM,144.551,9.768
94,05/24/23 12:15:00 AM,144.359,9.768
95,05/24/23 12:30:00 AM,143.994,9.768
96,05/24/23 12:45:00 AM,143.680,9.768
97,05/24/23 01:00:00 AM,143.402,9.768
98,05/24/23 01:15:00 AM,143.106,9.768
99,05/24/23 01:30:00 AM,142.828,9.768
100,05/24/23 01:45:00 AM,142.636,9.768
101,05/24/23 02:00:00 AM,142.375,9.768
102,05/24/23 02:15:00 AM,142.132,9.768
103,05/24/23 02:30:00 AM,141.954,9.669
104,05/24/23 02:45:00 AM,141.728,9.669
105,05/24/23 03:00:00 AM,141.537,9.669
106,05/24/23 03:15:00 AM,141.363,9.669
107,05/24/23 03:30:00 AM,141.276,9.669
108,05/24/23 03:45:00 AM,141.172,9.669
109,05/24/23 04:00:00 AM,141.050,9.669
110,05/24/23 04:15:00 AM,140.893,9.669
111,05/24/23 04:30:00 AM,140.841,9.669
112,05/24/23 04:45:00 AM,140.806,9.669
113,05/24/23 05:00:00 AM,140.768,9.571
114,05/24/23 05:15:00 AM,140.664,9.571
115,05/24/23 05:30:00 AM,140.560,9.571
116,05/24/23 05:45:00 AM,140.334,9.571
117,05/24/23 06:00:00 AM,140.180,9.669
118,05/24/23 06:15:00 AM,140.180,9.669
119,05/24/23 06:30:00 AM,140.006,9.669
120,05/24/23 06:45:00 AM,139.833,9.669
121,05/24/23 07:00:00 AM,139.641,9.669
122,05/24/23 07:15:00 AM,139.259,9.669
123,05/24/23 07:30:00 AM,138.877,9.669
124,05/24/23 07:45:00 AM,138.407,9.669
125,05/24/23 08:00:00 AM,137.903,9.669
126,05/24/23 08:15:00 AM,137.208,9.669
127,05/24/23 08:30:00 AM,136.604,9.768
128,05/24/23 08:45:00 AM,135.996,9.768
129,05/24/23 09:00:00 AM,135.319,9.768
130,05/24/23 09:15:00 AM,134.575,9.866
131,05/24/23 09:30:00 AM,133.846,9.866
132,05/24/23 09:45:00 AM,132.979,9.866
133,05/24/23 10:00:00 AM,132.027,9.965
134,05/24/23 10:15:00 AM,131.039,9.965
135,05/24/23 10:30:00 AM,129.964,9.965
136,05/24/23 10:45:00 AM,128.979,10.063
137,05/24/23 11:00:00 AM,127.922,10.063
138,05/24/23 11:15:00 AM,126.834,10.161
139,05/24/23 11:30:00 AM,125.760,10.161
140,05/24/23 11:45:00 AM,124.704,10.161
141,05/24/23 12:00:00 PM,123.649,10.161
142,05/24/23 12:15:00 PM,122.818,10.161
143,05/24/23 12:30:00 PM,121.902,10.161
144,05/24/23 12:45:00 PM,121.176,10.161
145,05/24/23 01:00:00 PM,120.432,10.161
146,05/24/23 01:15:00 PM,119.709,10.259
147,05/24/23 01:30:00 PM,119.191,10.259
148,05/24/23 01:45:00 PM,118.863,10.259
149,05/24/23 02:00:00 PM,118.621,10.259
150,05/24/23 02:15:00 PM,118.554,10.357
151,05/24/23 02:30:00 PM,118.710,10.357
152,05/24/23 02:45:00 PM,118.934,10.357
153,05/24/23 03:00:00 PM,119.366,10.357
154,05/24/23 03:15:00 PM,119.591,10.357
155,05/24/23 03:30:00 PM,120.159,10.259
156,05/24/23 03:45:00 PM,120.732,10.357
157,05/24/23 04:00:00 PM,121.305,10.455
158,05/24/23 04:15:00 PM,122.069,10.553
159,05/24/23 04:30:00 PM,122.899,10.553
160,05/24/23 04:45:00 PM,123.853,10.651
161,05/24/23 05:00:00 PM,124.707,10.846
162,05/24/23 05:15:00 PM,125.694,10.846
163,05/24/23 05:30:00 PM,126.992,10.846
164,05/24/23 05:45:00 PM,127.925,10.748
165,05/24/23 06:00:00 PM,128.927,10.651
166,05/24/23 06:15:00 PM,130.068,10.553
167,05/24/23 06:30:00 PM,131.389,10.651
168,05/24/23 06:45:00 PM,132.361,10.651
169,05/24/23 07:00:00 PM,133.433,10.553
170,05/24/23 07:15:00 PM,134.860,10.651
171,05/24/23 07:30:00 PM,136.041,10.651
172,05/24/23 07:45:00 PM,137.014,10.651
173,05/24/23 08:00:00 PM,138.059,10.748
174,05/24/23 08:15:00 PM,139.137,10.748
175,05/24/23 08:30:00 PM,139.986,10.651
176,05/24/23 08:45:00 PM,140.748,10.553
177,05/24/23 09:00:00 PM,141.493,10.455
178,05/24/23 09:15:00 PM,142.221,10.357
179,05/24/23 09:30:00 PM,142.893,10.161
180,05/24/23 09:45:00 PM,143.432,10.161
181,05/24/23 10:00:00 PM,143.969,10.063
182,05/24/23 10:15:00 PM,144.363,9.866
183,05/24/23 10:30:00 PM,144.815,9.866
184,05/24/23 10:45:00 PM,145.062,9.965
185,05/24/23 11:00:00 PM,145.202,9.965
186,05/24/23 11:15:00 PM,145.303,9.866
187,05/24/23 11:30:00 PM,145.181,9.866
188,05/24/23 11:45:00 PM,145.024,9.866
189,05/25/23 12:00:00 AM,144.812,9.768
190,05/25/23 12:15:00 AM,144.690,9.768
191,05/25/23 12:30:00 AM,144.464,9.768
192,05/25/23 12:45:00 AM,144.220,9.768
193,05/25/23 01:00:00 AM,143.924,9.768
194,05/25/23 01:15:00 AM,143.576,9.768
195,05/25/23 01:30:00 AM,143.367,9.768
196,05/25/23 01:45:00 AM,143.054,9.768
197,05/25/23 02:00:00 AM,142.723,9.768
198,05/25/23 02:15:00 AM,142.480,9.768
199,05/25/23 02:30:00 AM,142.149,9.768
200,05/25/23 02:45:00 AM,141.940,9.768
201,05/25/23 03:00:00 AM,141.610,9.768
202,05/25/23 03:15:00 AM,141.331,9.768
203,05/25/23 03:30:00 AM,141.070,9.768
204,05/25/23 03:45:00 AM,140.601,9.768
205,05/25/23 04:00:00 AM,140.462,9.768
206,05/25/23 04:15:00 AM,140.305,9.768
207,05/25/23 04:30:00 AM,139.992,9.768
208,05/25/23 04:45:00 AM,139.957,9.768
209,05/25/23 05:00:00 AM,139.818,9.768
210,05/25/23 05:15:00 AM,139.662,9.768
211,05/25/23 05:30:00 AM,139.592,9.768
212,05/25/23 05:45:00 AM,139.505,9.768
213,05/25/23 06:00:00 AM,139.471,9.768
214,05/25/23 06:15:00 AM,139.193,9.768
215,05/25/23 06:30:00 AM,139.109,9.866
216,05/25/23 06:45:00 AM,138.970,9.866
217,05/25/23 07:00:00 AM,138.779,9.866
218,05/25/23 07:15:00 AM,138.639,9.866
219,05/25/23 07:30:00 AM,138.344,9.866
220,05/25/23 07:45:00 AM,138.052,9.965
221,05/25/23 08:00:00 AM,137.722,9.965
222,05/25/23 08:15:00 AM,137.305,9.965
223,05/25/23 08:30:00 AM,136.940,9.965
224,05/25/23 08:45:00 AM,136.523,9.965
225,05/25/23 09:00:00 AM,136.037,9.965
226,05/25/23 09:15:00 AM,135.481,9.965
227,05/25/23 09:30:00 AM,134.943,9.965
228,05/25/23 09:45:00 AM,134.248,9.965
229,05/25/23 10:00:00 AM,133.575,10.063
230,05/25/23 10:15:00 AM,132.863,10.063
231,05/25/23 10:30:00 AM,132.189,10.161
232,05/25/23 10:45:00 AM,131.429,10.259
233,05/25/23 11:00:00 AM,130.666,10.259
234,05/25/23 11:15:00 AM,129.785,10.357
235,05/25/23 11:30:00 AM,128.814,10.357
236,05/25/23 11:45:00 AM,127.861,10.357
237,05/25/23 12:00:00 PM,127.030,10.357
238,05/25/23 12:15:00 PM,126.164,10.357
239,05/25/23 12:30:00 PM,125.316,10.357
240,05/25/23 12:45:00 PM,124.436,10.455
241,05/25/23 01:00:00 PM,123.625,10.553
242,05/25/23 01:15:00 PM,122.864,10.553
243,05/25/23 01:30:00 PM,122.175,10.651
244,05/25/23 01:45:00 PM,121.570,10.651
245,05/25/23 02:00:00 PM,121.140,10.748
246,05/25/23 02:15:00 PM,120.639,10.748
247,05/25/23 02:30:00 PM,120.486,10.846
248,05/25/23 02:45:00 PM,120.333,10.944
249,05/25/23 03:00:00 PM,120.434,10.846
250,05/25/23 03:15:00 PM,120.532,10.651
251,05/25/23 03:30:00 PM,120.789,10.553
252,05/25/23 03:45:00 PM,121.097,10.455
253,05/25/23 04:00:00 PM,121.530,10.455
254,05/25/23 04:15:00 PM,121.910,10.455
255,05/25/23 04:30:00 PM,122.484,10.553
256,05/25/23 04:45:00 PM,123.077,10.748
257,05/25/23 05:00:00 PM,123.769,10.748
258,05/25/23 05:15:00 PM,124.551,10.846
259,05/25/23 05:30:00 PM,125.336,11.041
260,05/25/23 05:45:00 PM,126.158,11.334
261,05/25/23 06:00:00 PM,127.241,11.625
262,05/25/23 06:15:00 PM,128.246,11.625
263,05/25/23 06:30:00 PM,129.084,11.819
264,05/25/23 06:45:00 PM,130.370,11.916
265,05/25/23 07:00:00 PM,131.422,11.722
266,05/25/23 07:15:00 PM,132.356,11.625
267,05/25/23 07:30:00 PM,133.394,11.528
268,05/25/23 07:45:00 PM,134.551,11.334
269,05/25/23 08:00:00 PM,135.760,10.553
270,05/25/23 08:15:00 PM,136.813,10.357
271,05/25/23 08:30:00 PM,137.835,10.259
272,05/25/23 08:45:00 PM,138.534,10.357
273,05/25/23 09:00:00 PM,139.438,10.357
274,05/25/23 09:15:00 PM,140.185,10.357
275,05/25/23 09:30:00 PM,140.925,10.651
276,05/25/23 09:45:00 PM,141.610,10.846
277,05/25/23 10:00:00 PM,142.257,10.944
278,05/25/23 10:15:00 PM,142.820,10.063
279,05/25/23 10:30:00 PM,143.339,9.965
280,05/25/23 10:45:00 PM,143.722,9.965
281,05/25/23 11:00:00 PM,144.052,9.965
282,05/25/23 11:15:00 PM,144.348,9.965
283,05/25/23 11:30:00 PM,144.366,9.965
284,05/25/23 11:45:00 PM,144.557,9.965
285,05/26/23 12:00:00 AM,144.627,9.965
286,05/26/23 12:15:00 AM,144.697,9.965
287,05/26/23 12:30:00 AM,144.502,9.866
288,05/26/23 12:45:00 AM,144.467,9.866
289,05/26/23 01:00:00 AM,144.241,9.866
290,05/26/23 01:15:00 AM,143.962,9.866
291,05/26/23 01:30:00 AM,143.649,9.866
292,05/26/23 01:45:00 AM,143.301,9.866
293,05/26/23 02:00:00 AM,142.796,9.866
294,05/26/23 02:15:00 AM,142.413,9.866
295,05/26/23 02:30:00 AM,141.996,9.866
296,05/26/23 02:45:00 AM,141.613,9.866
297,05/26/23 03:00:00 AM,141.230,9.866
298,05/26/23 03:15:00 AM,140.934,9.866
299,05/26/23 03:30:00 AM,140.587,9.866
300,05/26/23 03:45:00 AM,140.152,9.866
301,05/26/23 04:00:00 AM,139.874,9.866
302,05/26/23 04:15:00 AM,139.561,9.866
303,05/26/23 04:30:00 AM,139.248,9.866
304,05/26/23 04:45:00 AM,138.970,9.866
305,05/26/23 05:00:00 AM,138.709,9.866
306,05/26/23 05:15:00 AM,138.570,9.866
307,05/26/23 05:30:00 AM,138.327,9.866
308,05/26/23 05:45:00 AM,138.153,9.866
309,05/26/23 06:00:00 AM,137.996,9.866
310,05/26/23 06:15:00 AM,137.840,9.866
311,05/26/23 06:30:00 AM,137.704,9.965
312,05/26/23 06:45:00 AM,137.478,9.965
313,05/26/23 07:00:00 AM,137.252,9.965
314,05/26/23 07:15:00 AM,137.114,9.965
315,05/26/23 07:30:00 AM,136.853,9.965
316,05/26/23 07:45:00 AM,136.662,9.965
317,05/26/23 08:00:00 AM,136.592,9.965
318,05/26/23 08:15:00 AM,136.471,9.965
319,05/26/23 08:30:00 AM,136.245,9.965
320,05/26/23 08:45:00 AM,136.022,10.063
321,05/26/23 09:00:00 AM,135.831,10.063
322,05/26/23 09:15:00 AM,135.574,10.161
323,05/26/23 09:30:00 AM,135.192,10.161
324,05/26/23 09:45:00 AM,134.848,10.259
325,05/26/23 10:00:00 AM,134.379,10.259
326,05/26/23 10:15:00 AM,133.965,10.357
327,05/26/23 10:30:00 AM,133.462,10.357
328,05/26/23 10:45:00 AM,132.858,10.455
329,05/26/23 11:00:00 AM,132.410,10.553
330,05/26/23 11:15:00 AM,131.802,10.553
331,05/26/23 11:30:00 AM,131.195,10.553
332,05/26/23 11:45:00 AM,130.588,10.553
333,05/26/23 12:00:00 PM,129.829,10.651
334,05/26/23 12:15:00 PM,129.291,10.651
335,05/26/23 12:30:00 PM,128.583,10.748
336,05/26/23 12:45:00 PM,127.821,10.748
337,05/26/23 01:00:00 PM,127.114,10.846
338,05/26/23 01:15:00 PM,126.438,10.846
339,05/26/23 01:30:00 PM,125.642,10.846
340,05/26/23 01:45:00 PM,125.038,10.944
341,05/26/23 02:00:00 PM,124.539,11.041
342,05/26/23 02:15:00 PM,124.196,11.139
343,05/26/23 02:30:00 PM,123.818,11.236
344,05/26/23 02:45:00 PM,123.368,11.236
345,05/26/23 03:00:00 PM,123.198,11.334
346,05/26/23 03:15:00 PM,122.965,11.041
347,05/26/23 03:30:00 PM,122.786,10.846
348,05/26/23 03:45:00 PM,122.769,10.846
349,05/26/23 04:00:00 PM,122.852,10.748
350,05/26/23 04:15:00 PM,122.991,10.748
351,05/26/23 04:30:00 PM,123.216,10.748
352,05/26/23 04:45:00 PM,123.423,10.748
353,05/26/23 05:00:00 PM,124.049,10.846
354,05/26/23 05:15:00 PM,124.620,10.846
355,05/26/23 05:30:00 PM,125.174,10.846
356,05/26/23 05:45:00 PM,125.849,10.846
357,05/26/23 06:00:00 PM,126.594,12.013
358,05/26/23 06:15:00 PM,127.293,12.207
359,05/26/23 06:30:00 PM,128.104,12.110
360,05/26/23 06:45:00 PM,129.003,12.013
361,05/26/23 07:00:00 PM,129.974,12.013
362,05/26/23 07:15:00 PM,130.867,11.722
363,05/26/23 07:30:00 PM,131.873,11.722
364,05/26/23 07:45:00 PM,132.981,11.625
365,05/26/23 08:00:00 PM,134.040,11.625
366,05/26/23 08:15:00 PM,134.890,11.625
367,05/26/23 08:30:00 PM,135.724,11.625
368,05/26/23 08:45:00 PM,136.923,11.625
369,05/26/23 09:00:00 PM,137.768,11.431
370,05/26/23 09:15:00 PM,138.513,11.334
371,05/26/23 09:30:00 PM,139.466,11.236
372,05/26/23 09:45:00 PM,140.214,11.236
373,05/26/23 10:00:00 PM,140.861,11.334
374,05/26/23 10:15:00 PM,141.421,11.431
375,05/26/23 10:30:00 PM,142.065,11.431
376,05/26/23 10:45:00 PM,142.647,11.139
377,05/26/23 11:00:00 PM,143.146,10.455
378,05/26/23 11:15:00 PM,143.453,10.259
379,05/26/23 11:30:00 PM,143.850,10.161
380,05/26/23 11:45:00 PM,144.181,10.161
381,05/27/23 12:00:00 AM,144.459,10.161
382,05/27/23 12:15:00 AM,144.550,10.259
383,05/27/23 12:30:00 AM,144.602,10.259
384,05/27/23 12:45:00 AM,144.721,10.161
385,05/27/23 01:00:00 AM,144.564,10.161
386,05/27/23 01:15:00 AM,144.390,10.161
387,05/27/23 01:30:00 AM,144.146,10.161
388,05/27/23 01:45:00 AM,144.024,10.161
389,05/27/23 02:00:00 AM,143.554,10.161
390,05/27/23 02:15:00 AM,143.102,10.161
391,05/27/23 02:30:00 AM,142.649,10.161
392,05/27/23 02:45:00 AM,142.127,10.161
393,05/27/23 03:00:00 AM,141.622,10.161
394,05/27/23 03:15:00 AM,141.083,10.161
395,05/27/23 03:30:00 AM,140.666,10.161
396,05/27/23 03:45:00 AM,140.228,10.063
397,05/27/23 04:00:00 AM,139.724,10.063
398,05/27/23 04:15:00 AM,139.063,10.063
399,05/27/23 04:30:00 AM,138.750,10.063
400,05/27/23 04:45:00 AM,138.385,10.063
401,05/27/23 05:00:00 AM,137.846,10.063
402,05/27/23 05:15:00 AM,137.447,10.063
403,05/27/23 05:30:00 AM,137.412,10.063
404,05/27/23 05:45:00 AM,137.290,10.063
405,05/27/23 06:00:00 AM,136.856,10.063
406,05/27/23 06:15:00 AM,136.370,10.063
407,05/27/23 06:30:00 AM,136.179,10.063
408,05/27/23 06:45:00 AM,135.831,10.063
409,05/27/23 07:00:00 AM,135.730,10.161
410,05/27/23 07:15:00 AM,135.748,10.161
411,05/27/23 07:30:00 AM,135.522,10.161
412,05/27/23 07:45:00 AM,135.383,10.161
413,05/27/23 08:00:00 AM,135.105,10.161
414,05/27/23 08:15:00 AM,134.952,10.259
415,05/27/23 08:30:00 AM,135.073,10.259
416,05/27/23 08:45:00 AM,134.778,10.259
417,05/27/23 09:00:00 AM,134.538,10.357
418,05/27/23 09:15:00 AM,134.729,10.357
419,05/27/23 09:30:00 AM,134.628,10.455
420,05/27/23 09:45:00 AM,134.489,10.455
421,05/27/23 10:00:00 AM,134.385,10.455
422,05/27/23 10:15:00 AM,134.246,10.455
423,05/27/23 10:30:00 AM,134.024,10.553
424,05/27/23 10:45:00 AM,133.798,10.553
425,05/27/23 11:00:00 AM,133.642,10.553
426,05/27/23 11:15:00 AM,133.211,10.651
427,05/27/23 11:30:00 AM,132.936,10.748
428,05/27/23 11:45:00 AM,132.696,10.846
429,05/27/23 12:00:00 PM,132.086,10.748
430,05/27/23 12:15:00 PM,131.759,10.846
431,05/27/23 12:30:00 PM,131.170,10.846
432,05/27/23 12:45:00 PM,130.909,10.846
433,05/27/23 01:00:00 PM,130.271,10.944
434,05/27/23 01:15:00 PM,129.733,10.944
435,05/27/23 01:30:00 PM,129.216,11.041
436,05/27/23 01:45:00 PM,128.924,11.139
437,05/27/23 02:00:00 PM,128.439,11.139
438,05/27/23 02:15:00 PM,128.061,11.236
439,05/27/23 02:30:00 PM,127.645,11.236
440,05/27/23 02:45:00 PM,127.391,11.431
441,05/27/23 03:00:00 PM,126.943,11.528
442,05/27/23 03:15:00 PM,126.666,11.528
443,05/27/23 03:30:00 PM,126.374,11.625
444,05/27/23 03:45:00 PM,126.219,11.625
445,05/27/23 04:00:00 PM,125.941,11.625
446,05/27/23 04:15:00 PM,125.944,11.722
447,05/27/23 04:30:00 PM,125.996,11.722
448,05/27/23 04:45:00 PM,126.016,11.819
449,05/27/23 05:00:00 PM,126.259,11.819
450,05/27/23 05:15:00 PM,126.487,11.916
451,05/27/23 05:30:00 PM,126.729,11.916
452,05/27/23 05:45:00 PM,127.059,11.916
453,05/27/23 06:00:00 PM,127.492,11.916
454,05/27/23 06:15:00 PM,128.064,11.916
455,05/27/23 06:30:00 PM,128.393,11.916
456,05/27/23 06:45:00 PM,129.242,11.916
457,05/27/23 07:00:00 PM,129.956,12.013
458,05/27/23 07:15:00 PM,130.373,12.013
459,05/27/23 07:30:00 PM,131.292,12.013
460,05/27/23 07:45:00 PM,132.021,12.013
461,05/27/23 08:00:00 PM,133.079,12.013
462,05/27/23 08:15:00 PM,133.930,12.013
463,05/27/23 08:30:00 PM,134.833,12.013
464,05/27/23 08:45:00 PM,135.609,11.819
465,05/27/23 09:00:00 PM,136.440,11.722
466,05/27/23 09:15:00 PM,137.323,11.625
467,05/27/23 09:30:00 PM,138.102,11.528
468,05/27/23 09:45:00 PM,139.058,11.528
469,05/27/23 10:00:00 PM,139.751,11.431
470,05/27/23 10:15:00 PM,140.464,11.431
471,05/27/23 10:30:00 PM,141.194,11.431
472,05/27/23 10:45:00 PM,141.804,11.431
473,05/27/23 11:00:00 PM,142.256,11.431
474,05/27/23 11:15:00 PM,142.642,11.528
475,05/27/23 11:30:00 PM,143.147,11.528
476,05/27/23 11:45:00 PM,143.388,11.431
477,05/28/23 12:00:00 AM,143.726,11.139
478,05/28/23 12:15:00 AM,144.041,10.651
479,05/28/23 12:30:00 AM,144.104,10.455
480,05/28/23 12:45:00 AM,144.431,10.357
481,05/28/23 01:00:00 AM,144.414,10.357
482,05/28/23 01:15:00 AM,144.449,10.357
483,05/28/23 01:30:00 AM,144.275,10.357
484,05/28/23 01:45:00 AM,144.153,10.357
485,05/28/23 02:00:00 AM,143.996,10.357
486,05/28/23 02:15:00 AM,143.679,10.259
487,05/28/23 02:30:00 AM,143.261,10.259
488,05/28/23 02:45:00 AM,142.844,10.259
489,05/28/23 03:00:00 AM,142.235,10.259
490,05/28/23 03:15:00 AM,141.556,10.259
491,05/28/23 03:30:00 AM,140.965,10.259
492,05/28/23 03:45:00 AM,140.252,10.259
493,05/28/23 04:00:00 AM,139.692,10.161
494,05/28/23 04:15:00 AM,139.118,10.161
495,05/28/23 04:30:00 AM,138.492,10.161
496,05/28/23 04:45:00 AM,137.887,10.259
497,05/28/23 05:00:00 AM,137.314,10.259
498,05/28/23 05:15:00 AM,136.932,10.259
499,05/28/23 05:30:00 AM,136.150,10.259
500,05/28/23 05:45:00 AM,135.716,10.259
501,05/28/23 06:00:00 AM,135.386,10.259
502,05/28/23 06:15:00 AM,134.796,10.259
503,05/28/23 06:30:00 AM,134.694,10.357
504,05/28/23 06:45:00 AM,134.402,10.455
505,05/28/23 07:00:00 AM,134.142,10.455
506,05/28/23 07:15:00 AM,133.766,10.651
507,05/28/23 07:30:00 AM,133.943,10.748
508,05/28/23 07:45:00 AM,133.911,10.846
509,05/28/23 08:00:00 AM,133.599,10.846
510,05/28/23 08:15:00 AM,133.512,10.846
511,05/28/23 08:30:00 AM,133.252,10.846
512,05/28/23 08:45:00 AM,133.338,10.846
513,05/28/23 09:00:00 AM,133.384,10.651
514,05/28/23 09:15:00 AM,133.277,10.553
515,05/28/23 09:30:00 AM,133.485,10.553
516,05/28/23 09:45:00 AM,133.485,10.553
517,05/28/23 10:00:00 AM,133.624,10.553
518,05/28/23 10:15:00 AM,133.815,10.553
519,05/28/23 10:30:00 AM,133.885,10.553
520,05/28/23 10:45:00 AM,134.009,10.651
521,05/28/23 11:00:00 AM,134.061,10.651
522,05/28/23 11:15:00 AM,134.093,10.553
523,05/28/23 11:30:00 AM,133.885,10.553
524,05/28/23 11:45:00 AM,133.870,10.651
525,05/28/23 12:00:00 PM,133.766,10.651
526,05/28/23 12:15:00 PM,133.575,10.651
527,05/28/23 12:30:00 PM,133.489,10.651
528,05/28/23 12:45:00 PM,133.315,10.651
529,05/28/23 01:00:00 PM,132.988,10.748
530,05/28/23 01:15:00 PM,132.818,10.846
531,05/28/23 01:30:00 PM,132.505,10.846
532,05/28/23 01:45:00 PM,132.228,10.846
533,05/28/23 02:00:00 PM,131.881,10.846
534,05/28/23 02:15:00 PM,131.638,10.846
535,05/28/23 02:30:00 PM,131.314,11.041
536,05/28/23 02:45:00 PM,131.054,11.041
537,05/28/23 03:00:00 PM,130.728,11.139
538,05/28/23 03:15:00 PM,130.502,11.139
539,05/28/23 03:30:00 PM,130.242,11.139
540,05/28/23 03:45:00 PM,129.968,11.236
541,05/28/23 04:00:00 PM,129.707,11.236
542,05/28/23 04:15:00 PM,129.517,11.236
543,05/28/23 04:30:00 PM,129.343,11.236
544,05/28/23 04:45:00 PM,129.242,11.334
545,05/28/23 05:00:00 PM,129.208,11.334
546,05/28/23 05:15:00 PM,129.141,11.431
547,05/28/23 05:30:00 PM,129.055,11.431
548,05/28/23 05:45:00 PM,129.055,11.431
549,05/28/23 06:00:00 PM,129.107,11.431
550,05/28/23 06:15:00 PM,129.401,11.431
551,05/28/23 06:30:00 PM,129.627,11.431
552,05/28/23 06:45:00 PM,129.973,11.431
