Site Name ,ODYLIGHT
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,5991


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1416,06/06/2023 , 19:00:00,316,316
1417,06/06/2023 , 19:15:00,303,303
1418,06/06/2023 , 19:30:00,231,231
1419,06/06/2023 , 19:45:00,141,141
1420,06/06/2023 , 20:00:00,100,100
1421,06/06/2023 , 20:15:00,78,78
1422,06/06/2023 , 20:30:00,46,46
1423,06/06/2023 , 20:45:00,31,31
1424,06/06/2023 , 21:00:00,17,17
1425,06/06/2023 , 21:15:00,7,7
1426,06/06/2023 , 21:30:00,2,2
1427,06/06/2023 , 21:45:00,0,0
1428,06/06/2023 , 22:00:00,0,0
1429,06/06/2023 , 22:15:00,0,0
1430,06/06/2023 , 22:30:00,0,0
1431,06/06/2023 , 22:45:00,0,0
1432,06/06/2023 , 23:00:00,0,0
1433,06/06/2023 , 23:15:00,0,0
1434,06/06/2023 , 23:30:00,0,0
1435,06/06/2023 , 23:45:00,0,0
1436,06/06/2023 , 24:00:00,0,0
1437,07/06/2023 , 00:15:00,0,0
1438,07/06/2023 , 00:30:00,0,0
1439,07/06/2023 , 00:45:00,0,0
1440,07/06/2023 , 01:00:00,0,0
1441,07/06/2023 , 01:15:00,0,0
1442,07/06/2023 , 01:30:00,0,0
1443,07/06/2023 , 01:45:00,0,0
1444,07/06/2023 , 02:00:00,0,0
1445,07/06/2023 , 02:15:00,0,0
1446,07/06/2023 , 02:30:00,0,0
1447,07/06/2023 , 02:45:00,0,0
1448,07/06/2023 , 03:00:00,0,0
1449,07/06/2023 , 03:15:00,0,0
1450,07/06/2023 , 03:30:00,0,0
1451,07/06/2023 , 03:45:00,0,0
1452,07/06/2023 , 04:00:00,0,0
1453,07/06/2023 , 04:15:00,0,0
1454,07/06/2023 , 04:30:00,0,0
1455,07/06/2023 , 04:45:00,0,0
1456,07/06/2023 , 05:00:00,1,1
1457,07/06/2023 , 05:15:00,6,6
1458,07/06/2023 , 05:30:00,19,19
1459,07/06/2023 , 05:45:00,36,36
1460,07/06/2023 , 06:00:00,54,54
1461,07/06/2023 , 06:15:00,72,72
1462,07/06/2023 , 06:30:00,87,87
1463,07/06/2023 , 06:45:00,101,101
1464,07/06/2023 , 07:00:00,116,116
1465,07/06/2023 , 07:15:00,128,128
1466,07/06/2023 , 07:30:00,144,144
1467,07/06/2023 , 07:45:00,157,157
1468,07/06/2023 , 08:00:00,173,173
1469,07/06/2023 , 08:15:00,246,246
1470,07/06/2023 , 08:30:00,689,689
1471,07/06/2023 , 08:45:00,839,839
1472,07/06/2023 , 09:00:00,1621,1621
1473,07/06/2023 , 09:15:00,1706,1706
1474,07/06/2023 , 09:30:00,2240,2240
1475,07/06/2023 , 09:45:00,2572,2572
1476,07/06/2023 , 10:00:00,2902,2902
1477,07/06/2023 , 10:15:00,3303,3303
1478,07/06/2023 , 10:30:00,3698,3698
1479,07/06/2023 , 10:45:00,4036,4036
1480,07/06/2023 , 11:00:00,4293,4293
1481,07/06/2023 , 11:15:00,4662,4662
1482,07/06/2023 , 11:30:00,5023,5023
1483,07/06/2023 , 11:45:00,5377,5377
1484,07/06/2023 , 12:00:00,5783,5783
1485,07/06/2023 , 12:15:00,6238,6238
1486,07/06/2023 , 12:30:00,6554,6554
1487,07/06/2023 , 12:45:00,5344,5344
1488,07/06/2023 , 13:00:00,6129,6129
1489,07/06/2023 , 13:15:00,6403,6403
1490,07/06/2023 , 13:30:00,5812,5812
1491,07/06/2023 , 13:45:00,6447,6447
1492,07/06/2023 , 14:00:00,6228,6228
1493,07/06/2023 , 14:15:00,5906,5906
1494,07/06/2023 , 14:30:00,5954,5954
1495,07/06/2023 , 14:45:00,5805,5805
1496,07/06/2023 , 15:00:00,5846,5846
1497,07/06/2023 , 15:15:00,4349,4349
1498,07/06/2023 , 15:30:00,3487,3487
1499,07/06/2023 , 15:45:00,3060,3060
1500,07/06/2023 , 16:00:00,2953,2953
1501,07/06/2023 , 16:15:00,3087,3087
1502,07/06/2023 , 16:30:00,2589,2589
1503,07/06/2023 , 16:45:00,2013,2013
1504,07/06/2023 , 17:00:00,1476,1476
1505,07/06/2023 , 17:15:00,1156,1156
1506,07/06/2023 , 17:30:00,1272,1272
1507,07/06/2023 , 17:45:00,769,769
1508,07/06/2023 , 18:00:00,497,497
1509,07/06/2023 , 18:15:00,483,483
1510,07/06/2023 , 18:30:00,542,542
1511,07/06/2023 , 18:45:00,596,596
1512,07/06/2023 , 19:00:00,352,352
1513,07/06/2023 , 19:15:00,316,316
1514,07/06/2023 , 19:30:00,237,237
1515,07/06/2023 , 19:45:00,190,190
1516,07/06/2023 , 20:00:00,120,120
1517,07/06/2023 , 20:15:00,86,86
1518,07/06/2023 , 20:30:00,51,51
1519,07/06/2023 , 20:45:00,30,30
1520,07/06/2023 , 21:00:00,19,19
1521,07/06/2023 , 21:15:00,10,10
1522,07/06/2023 , 21:30:00,1,1
1523,07/06/2023 , 21:45:00,1,1
1524,07/06/2023 , 22:00:00,0,0
1525,07/06/2023 , 22:15:00,0,0
1526,07/06/2023 , 22:30:00,0,0
1527,07/06/2023 , 22:45:00,0,0
1528,07/06/2023 , 23:00:00,0,0
1529,07/06/2023 , 23:15:00,0,0
1530,07/06/2023 , 23:30:00,0,0
1531,07/06/2023 , 23:45:00,0,0
1532,07/06/2023 , 24:00:00,0,0
1533,08/06/2023 , 00:15:00,0,0
1534,08/06/2023 , 00:30:00,0,0
1535,08/06/2023 , 00:45:00,0,0
1536,08/06/2023 , 01:00:00,0,0
1537,08/06/2023 , 01:15:00,0,0
1538,08/06/2023 , 01:30:00,0,0
1539,08/06/2023 , 01:45:00,0,0
1540,08/06/2023 , 02:00:00,0,0
1541,08/06/2023 , 02:15:00,0,0
1542,08/06/2023 , 02:30:00,0,0
1543,08/06/2023 , 02:45:00,0,0
1544,08/06/2023 , 03:00:00,0,0
1545,08/06/2023 , 03:15:00,0,0
1546,08/06/2023 , 03:30:00,0,0
1547,08/06/2023 , 03:45:00,0,0
1548,08/06/2023 , 04:00:00,0,0
1549,08/06/2023 , 04:15:00,0,0
1550,08/06/2023 , 04:30:00,0,0
1551,08/06/2023 , 04:45:00,0,0
1552,08/06/2023 , 05:00:00,1,1
1553,08/06/2023 , 05:15:00,8,8
1554,08/06/2023 , 05:30:00,22,22
1555,08/06/2023 , 05:45:00,41,41
1556,08/06/2023 , 06:00:00,63,63
1557,08/06/2023 , 06:15:00,84,84
1558,08/06/2023 , 06:30:00,100,100
1559,08/06/2023 , 06:45:00,91,91
1560,08/06/2023 , 07:00:00,109,109
1561,08/06/2023 , 07:15:00,123,123
1562,08/06/2023 , 07:30:00,139,139
1563,08/06/2023 , 07:45:00,157,157
1564,08/06/2023 , 08:00:00,176,176
1565,08/06/2023 , 08:15:00,277,277
1566,08/06/2023 , 08:30:00,617,617
1567,08/06/2023 , 08:45:00,670,670
1568,08/06/2023 , 09:00:00,888,888
1569,08/06/2023 , 09:15:00,1201,1201
1570,08/06/2023 , 09:30:00,1617,1617
1571,08/06/2023 , 09:45:00,1823,1823
1572,08/06/2023 , 10:00:00,2183,2183
1573,08/06/2023 , 10:15:00,2528,2528
1574,08/06/2023 , 10:30:00,2143,2143
1575,08/06/2023 , 10:45:00,2932,2932
1576,08/06/2023 , 11:00:00,3531,3531
1577,08/06/2023 , 11:15:00,3708,3708
1578,08/06/2023 , 11:30:00,3911,3911
1579,08/06/2023 , 11:45:00,4222,4222
1580,08/06/2023 , 12:00:00,3905,3905
1581,08/06/2023 , 12:15:00,4118,4118
1582,08/06/2023 , 12:30:00,3944,3944
1583,08/06/2023 , 12:45:00,4349,4349
1584,08/06/2023 , 13:00:00,4343,4343
1585,08/06/2023 , 13:15:00,4621,4621
1586,08/06/2023 , 13:30:00,4391,4391
1587,08/06/2023 , 13:45:00,4316,4316
1588,08/06/2023 , 14:00:00,3759,3759
1589,08/06/2023 , 14:15:00,3242,3242
1590,08/06/2023 , 14:30:00,4917,4917
1591,08/06/2023 , 14:45:00,4821,4821
1592,08/06/2023 , 15:00:00,4412,4412
1593,08/06/2023 , 15:15:00,4361,4361
1594,08/06/2023 , 15:30:00,4462,4462
1595,08/06/2023 , 15:45:00,3984,3984
1596,08/06/2023 , 16:00:00,3156,3156
1597,08/06/2023 , 16:15:00,2962,2962
1598,08/06/2023 , 16:30:00,2769,2769
1599,08/06/2023 , 16:45:00,2503,2503
1600,08/06/2023 , 17:00:00,1968,1968
1601,08/06/2023 , 17:15:00,1435,1435
1602,08/06/2023 , 17:30:00,1147,1147
1603,08/06/2023 , 17:45:00,1011,1011
1604,08/06/2023 , 18:00:00,921,921
1605,08/06/2023 , 18:15:00,921,921
1606,08/06/2023 , 18:30:00,744,744
1607,08/06/2023 , 18:45:00,543,543
1608,08/06/2023 , 19:00:00,445,445
1609,08/06/2023 , 19:15:00,375,375
1610,08/06/2023 , 19:30:00,275,275
1611,08/06/2023 , 19:45:00,267,267
1612,08/06/2023 , 20:00:00,229,229
1613,08/06/2023 , 20:15:00,175,175
1614,08/06/2023 , 20:30:00,88,88
1615,08/06/2023 , 20:45:00,54,54
1616,08/06/2023 , 21:00:00,29,29
1617,08/06/2023 , 21:15:00,8,8
1618,08/06/2023 , 21:30:00,1,1
1619,08/06/2023 , 21:45:00,0,0
1620,08/06/2023 , 22:00:00,0,0
1621,08/06/2023 , 22:15:00,0,0
1622,08/06/2023 , 22:30:00,0,0
1623,08/06/2023 , 22:45:00,0,0
1624,08/06/2023 , 23:00:00,0,0
1625,08/06/2023 , 23:15:00,0,0
1626,08/06/2023 , 23:30:00,0,0
1627,08/06/2023 , 23:45:00,0,0
1628,08/06/2023 , 24:00:00,0,0
1629,09/06/2023 , 00:15:00,0,0
1630,09/06/2023 , 00:30:00,0,0
1631,09/06/2023 , 00:45:00,0,0
1632,09/06/2023 , 01:00:00,0,0
1633,09/06/2023 , 01:15:00,0,0
1634,09/06/2023 , 01:30:00,0,0
1635,09/06/2023 , 01:45:00,0,0
1636,09/06/2023 , 02:00:00,0,0
1637,09/06/2023 , 02:15:00,0,0
1638,09/06/2023 , 02:30:00,0,0
1639,09/06/2023 , 02:45:00,0,0
1640,09/06/2023 , 03:00:00,0,0
1641,09/06/2023 , 03:15:00,0,0
1642,09/06/2023 , 03:30:00,0,0
1643,09/06/2023 , 03:45:00,0,0
1644,09/06/2023 , 04:00:00,0,0
1645,09/06/2023 , 04:15:00,0,0
1646,09/06/2023 , 04:30:00,0,0
1647,09/06/2023 , 04:45:00,0,0
1648,09/06/2023 , 05:00:00,0,0
1649,09/06/2023 , 05:15:00,2,2
1650,09/06/2023 , 05:30:00,6,6
1651,09/06/2023 , 05:45:00,11,11
1652,09/06/2023 , 06:00:00,21,21
1653,09/06/2023 , 06:15:00,30,30
1654,09/06/2023 , 06:30:00,36,36
1655,09/06/2023 , 06:45:00,44,44
1656,09/06/2023 , 07:00:00,85,85
1657,09/06/2023 , 07:15:00,96,96
1658,09/06/2023 , 07:30:00,104,104
1659,09/06/2023 , 07:45:00,181,181
1660,09/06/2023 , 08:00:00,289,289
1661,09/06/2023 , 08:15:00,437,437
1662,09/06/2023 , 08:30:00,499,499
1663,09/06/2023 , 08:45:00,300,300
1664,09/06/2023 , 09:00:00,296,296
1665,09/06/2023 , 09:15:00,386,386
1666,09/06/2023 , 09:30:00,578,578
1667,09/06/2023 , 09:45:00,606,606
1668,09/06/2023 , 10:00:00,520,520
1669,09/06/2023 , 10:15:00,538,538
1670,09/06/2023 , 10:30:00,622,622
1671,09/06/2023 , 10:45:00,799,799
1672,09/06/2023 , 11:00:00,731,731
1673,09/06/2023 , 11:15:00,659,659
1674,09/06/2023 , 11:30:00,599,599
1675,09/06/2023 , 11:45:00,553,553
1676,09/06/2023 , 12:00:00,688,688
1677,09/06/2023 , 12:15:00,758,758
1678,09/06/2023 , 12:30:00,571,571
1679,09/06/2023 , 12:45:00,567,567
1680,09/06/2023 , 13:00:00,673,673
1681,09/06/2023 , 13:15:00,804,804
1682,09/06/2023 , 13:30:00,758,758
1683,09/06/2023 , 13:45:00,593,593
1684,09/06/2023 , 14:00:00,746,746
1685,09/06/2023 , 14:15:00,721,721
1686,09/06/2023 , 14:30:00,831,831
1687,09/06/2023 , 14:45:00,932,932
1688,09/06/2023 , 15:00:00,908,908
1689,09/06/2023 , 15:15:00,1019,1019
1690,09/06/2023 , 15:30:00,1187,1187
1691,09/06/2023 , 15:45:00,974,974
1692,09/06/2023 , 16:00:00,747,747
1693,09/06/2023 , 16:15:00,497,497
1694,09/06/2023 , 16:30:00,527,527
1695,09/06/2023 , 16:45:00,450,450
1696,09/06/2023 , 17:00:00,385,385
1697,09/06/2023 , 17:15:00,299,299
1698,09/06/2023 , 17:30:00,278,278
1699,09/06/2023 , 17:45:00,245,245
1700,09/06/2023 , 18:00:00,247,247
1701,09/06/2023 , 18:15:00,178,178
1702,09/06/2023 , 18:30:00,152,152
1703,09/06/2023 , 18:45:00,124,124
1704,09/06/2023 , 19:00:00,97,97
1705,09/06/2023 , 19:15:00,85,85
1706,09/06/2023 , 19:30:00,64,64
1707,09/06/2023 , 19:45:00,43,43
1708,09/06/2023 , 20:00:00,28,28
1709,09/06/2023 , 20:15:00,22,22
1710,09/06/2023 , 20:30:00,14,14
1711,09/06/2023 , 20:45:00,8,8
1712,09/06/2023 , 21:00:00,3,3
1713,09/06/2023 , 21:15:00,2,2
1714,09/06/2023 , 21:30:00,0,0
1715,09/06/2023 , 21:45:00,0,0
1716,09/06/2023 , 22:00:00,0,0
1717,09/06/2023 , 22:15:00,0,0
1718,09/06/2023 , 22:30:00,0,0
1719,09/06/2023 , 22:45:00,0,0
1720,09/06/2023 , 23:00:00,0,0
1721,09/06/2023 , 23:15:00,0,0
1722,09/06/2023 , 23:30:00,0,0
1723,09/06/2023 , 23:45:00,0,0
1724,09/06/2023 , 24:00:00,0,0
1725,10/06/2023 , 00:15:00,0,0
1726,10/06/2023 , 00:30:00,0,0
1727,10/06/2023 , 00:45:00,0,0
1728,10/06/2023 , 01:00:00,0,0
1729,10/06/2023 , 01:15:00,0,0
1730,10/06/2023 , 01:30:00,0,0
1731,10/06/2023 , 01:45:00,0,0
1732,10/06/2023 , 02:00:00,0,0
1733,10/06/2023 , 02:15:00,0,0
1734,10/06/2023 , 02:30:00,0,0
1735,10/06/2023 , 02:45:00,0,0
1736,10/06/2023 , 03:00:00,0,0
1737,10/06/2023 , 03:15:00,0,0
1738,10/06/2023 , 03:30:00,0,0
1739,10/06/2023 , 03:45:00,0,0
1740,10/06/2023 , 04:00:00,0,0
1741,10/06/2023 , 04:15:00,0,0
1742,10/06/2023 , 04:30:00,0,0
1743,10/06/2023 , 04:45:00,0,0
1744,10/06/2023 , 05:00:00,0,0
1745,10/06/2023 , 05:15:00,2,2
1746,10/06/2023 , 05:30:00,4,4
1747,10/06/2023 , 05:45:00,10,10
1748,10/06/2023 , 06:00:00,19,19
1749,10/06/2023 , 06:15:00,37,37
1750,10/06/2023 , 06:30:00,51,51
1751,10/06/2023 , 06:45:00,48,48
1752,10/06/2023 , 07:00:00,45,45
1753,10/06/2023 , 07:15:00,55,55
1754,10/06/2023 , 07:30:00,62,62
1755,10/06/2023 , 07:45:00,74,74
1756,10/06/2023 , 08:00:00,87,87
1757,10/06/2023 , 08:15:00,131,131
1758,10/06/2023 , 08:30:00,126,126
1759,10/06/2023 , 08:45:00,106,106
1760,10/06/2023 , 09:00:00,142,142
1761,10/06/2023 , 09:15:00,163,163
1762,10/06/2023 , 09:30:00,176,176
1763,10/06/2023 , 09:45:00,216,216
1764,10/06/2023 , 10:00:00,231,231
1765,10/06/2023 , 10:15:00,264,264
1766,10/06/2023 , 10:30:00,263,263
1767,10/06/2023 , 10:45:00,244,244
1768,10/06/2023 , 11:00:00,280,280
1769,10/06/2023 , 11:15:00,283,283
1770,10/06/2023 , 11:30:00,335,335
1771,10/06/2023 , 11:45:00,339,339
1772,10/06/2023 , 12:00:00,350,350
1773,10/06/2023 , 12:15:00,470,470
1774,10/06/2023 , 12:30:00,418,418
1775,10/06/2023 , 12:45:00,341,341
1776,10/06/2023 , 13:00:00,340,340
1777,10/06/2023 , 13:15:00,396,396
1778,10/06/2023 , 13:30:00,481,481
1779,10/06/2023 , 13:45:00,575,575
1780,10/06/2023 , 14:00:00,666,666
1781,10/06/2023 , 14:15:00,820,820
1782,10/06/2023 , 14:30:00,1010,1010
1783,10/06/2023 , 14:45:00,1234,1234
1784,10/06/2023 , 15:00:00,1770,1770
1785,10/06/2023 , 15:15:00,1746,1746
1786,10/06/2023 , 15:30:00,1763,1763
1787,10/06/2023 , 15:45:00,1939,1939
1788,10/06/2023 , 16:00:00,2178,2178
1789,10/06/2023 , 16:15:00,1735,1735
1790,10/06/2023 , 16:30:00,1499,1499
1791,10/06/2023 , 16:45:00,1285,1285
1792,10/06/2023 , 17:00:00,1586,1586
1793,10/06/2023 , 17:15:00,1432,1432
1794,10/06/2023 , 17:30:00,1063,1063
1795,10/06/2023 , 17:45:00,829,829
1796,10/06/2023 , 18:00:00,738,738
1797,10/06/2023 , 18:15:00,722,722
1798,10/06/2023 , 18:30:00,881,881
1799,10/06/2023 , 18:45:00,911,911
1800,10/06/2023 , 19:00:00,818,818
1801,10/06/2023 , 19:15:00,513,513
1802,10/06/2023 , 19:30:00,459,459
1803,10/06/2023 , 19:45:00,342,342
1804,10/06/2023 , 20:00:00,150,150
1805,10/06/2023 , 20:15:00,99,99
1806,10/06/2023 , 20:30:00,62,62
1807,10/06/2023 , 20:45:00,46,46
1808,10/06/2023 , 21:00:00,23,23
1809,10/06/2023 , 21:15:00,11,11
1810,10/06/2023 , 21:30:00,3,3
1811,10/06/2023 , 21:45:00,1,1
1812,10/06/2023 , 22:00:00,0,0
1813,10/06/2023 , 22:15:00,0,0
1814,10/06/2023 , 22:30:00,0,0
1815,10/06/2023 , 22:45:00,0,0
1816,10/06/2023 , 23:00:00,0,0
1817,10/06/2023 , 23:15:00,0,0
1818,10/06/2023 , 23:30:00,0,0
1819,10/06/2023 , 23:45:00,0,0
1820,10/06/2023 , 24:00:00,0,0
1821,11/06/2023 , 00:15:00,0,0
1822,11/06/2023 , 00:30:00,0,0
1823,11/06/2023 , 00:45:00,0,0
1824,11/06/2023 , 01:00:00,0,0
1825,11/06/2023 , 01:15:00,0,0
1826,11/06/2023 , 01:30:00,0,0
1827,11/06/2023 , 01:45:00,0,0
1828,11/06/2023 , 02:00:00,0,0
1829,11/06/2023 , 02:15:00,0,0
1830,11/06/2023 , 02:30:00,0,0
1831,11/06/2023 , 02:45:00,0,0
1832,11/06/2023 , 03:00:00,0,0
1833,11/06/2023 , 03:15:00,0,0
1834,11/06/2023 , 03:30:00,0,0
1835,11/06/2023 , 03:45:00,0,0
1836,11/06/2023 , 04:00:00,0,0
1837,11/06/2023 , 04:15:00,0,0
1838,11/06/2023 , 04:30:00,0,0
1839,11/06/2023 , 04:45:00,0,0
1840,11/06/2023 , 05:00:00,2,2
1841,11/06/2023 , 05:15:00,10,10
1842,11/06/2023 , 05:30:00,28,28
1843,11/06/2023 , 05:45:00,60,60
1844,11/06/2023 , 06:00:00,126,126
1845,11/06/2023 , 06:15:00,233,233
1846,11/06/2023 , 06:30:00,247,247
1847,11/06/2023 , 06:45:00,285,285
1848,11/06/2023 , 07:00:00,278,278
1849,11/06/2023 , 07:15:00,155,155
1850,11/06/2023 , 07:30:00,151,151
1851,11/06/2023 , 07:45:00,217,217
1852,11/06/2023 , 08:00:00,433,433
1853,11/06/2023 , 08:15:00,560,560
1854,11/06/2023 , 08:30:00,480,480
1855,11/06/2023 , 08:45:00,499,499
1856,11/06/2023 , 09:00:00,426,426
1857,11/06/2023 , 09:15:00,392,392
1858,11/06/2023 , 09:30:00,332,332
1859,11/06/2023 , 09:45:00,457,457
1860,11/06/2023 , 10:00:00,465,465
1861,11/06/2023 , 10:15:00,492,492
1862,11/06/2023 , 10:30:00,588,588
1863,11/06/2023 , 10:45:00,740,740
1864,11/06/2023 , 11:00:00,987,987
1865,11/06/2023 , 11:15:00,1441,1441
1866,11/06/2023 , 11:30:00,1253,1253
1867,11/06/2023 , 11:45:00,2677,2677
1868,11/06/2023 , 12:00:00,3126,3126
1869,11/06/2023 , 12:15:00,3225,3225
1870,11/06/2023 , 12:30:00,3509,3509
1871,11/06/2023 , 12:45:00,3380,3380
1872,11/06/2023 , 13:00:00,3295,3295
1873,11/06/2023 , 13:15:00,3623,3623
1874,11/06/2023 , 13:30:00,3811,3811
1875,11/06/2023 , 13:45:00,3829,3829
1876,11/06/2023 , 14:00:00,3851,3851
1877,11/06/2023 , 14:15:00,3811,3811
1878,11/06/2023 , 14:30:00,3772,3772
1879,11/06/2023 , 14:45:00,3699,3699
1880,11/06/2023 , 15:00:00,3576,3576
1881,11/06/2023 , 15:15:00,3526,3526
1882,11/06/2023 , 15:30:00,3442,3442
1883,11/06/2023 , 15:45:00,3331,3331
1884,11/06/2023 , 16:00:00,3191,3191
1885,11/06/2023 , 16:15:00,3011,3011
1886,11/06/2023 , 16:30:00,2812,2812
1887,11/06/2023 , 16:45:00,2658,2658
1888,11/06/2023 , 17:00:00,2466,2466
1889,11/06/2023 , 17:15:00,2287,2287
1890,11/06/2023 , 17:30:00,2102,2102
1891,11/06/2023 , 17:45:00,1886,1886
1892,11/06/2023 , 18:00:00,1674,1674
1893,11/06/2023 , 18:15:00,1428,1428
1894,11/06/2023 , 18:30:00,1236,1236
1895,11/06/2023 , 18:45:00,1051,1051
1896,11/06/2023 , 19:00:00,872,872
1897,11/06/2023 , 19:15:00,702,702
1898,11/06/2023 , 19:30:00,550,550
1899,11/06/2023 , 19:45:00,418,418
1900,11/06/2023 , 20:00:00,300,300
1901,11/06/2023 , 20:15:00,180,180
1902,11/06/2023 , 20:30:00,91,91
1903,11/06/2023 , 20:45:00,57,57
1904,11/06/2023 , 21:00:00,21,21
1905,11/06/2023 , 21:15:00,12,12
1906,11/06/2023 , 21:30:00,3,3
1907,11/06/2023 , 21:45:00,1,1
1908,11/06/2023 , 22:00:00,0,0
1909,11/06/2023 , 22:15:00,0,0
1910,11/06/2023 , 22:30:00,0,0
1911,11/06/2023 , 22:45:00,0,0
1912,11/06/2023 , 23:00:00,0,0
1913,11/06/2023 , 23:15:00,0,0
1914,11/06/2023 , 23:30:00,0,0
1915,11/06/2023 , 23:45:00,0,0
1916,11/06/2023 , 24:00:00,0,0
1917,12/06/2023 , 00:15:00,0,0
1918,12/06/2023 , 00:30:00,0,0
1919,12/06/2023 , 00:45:00,0,0
1920,12/06/2023 , 01:00:00,0,0
1921,12/06/2023 , 01:15:00,0,0
1922,12/06/2023 , 01:30:00,0,0
1923,12/06/2023 , 01:45:00,0,0
1924,12/06/2023 , 02:00:00,0,0
1925,12/06/2023 , 02:15:00,0,0
1926,12/06/2023 , 02:30:00,0,0
1927,12/06/2023 , 02:45:00,0,0
1928,12/06/2023 , 03:00:00,0,0
1929,12/06/2023 , 03:15:00,0,0
1930,12/06/2023 , 03:30:00,0,0
1931,12/06/2023 , 03:45:00,0,0
1932,12/06/2023 , 04:00:00,0,0
1933,12/06/2023 , 04:15:00,0,0
1934,12/06/2023 , 04:30:00,0,0
1935,12/06/2023 , 04:45:00,0,0
1936,12/06/2023 , 05:00:00,3,3
1937,12/06/2023 , 05:15:00,13,13
1938,12/06/2023 , 05:30:00,35,35
1939,12/06/2023 , 05:45:00,66,66
1940,12/06/2023 , 06:00:00,98,98
1941,12/06/2023 , 06:15:00,128,128
1942,12/06/2023 , 06:30:00,154,154
1943,12/06/2023 , 06:45:00,181,181
1944,12/06/2023 , 07:00:00,203,203
1945,12/06/2023 , 07:15:00,229,229
1946,12/06/2023 , 07:30:00,227,227
1947,12/06/2023 , 07:45:00,278,278
1948,12/06/2023 , 08:00:00,373,373
1949,12/06/2023 , 08:15:00,510,510
1950,12/06/2023 , 08:30:00,952,952
1951,12/06/2023 , 08:45:00,1096,1096
1952,12/06/2023 , 09:00:00,1973,1973
1953,12/06/2023 , 09:15:00,1771,1771
1954,12/06/2023 , 09:30:00,2039,2039
1955,12/06/2023 , 09:45:00,2394,2394
1956,12/06/2023 , 10:00:00,2265,2265
1957,12/06/2023 , 10:15:00,2343,2343
1958,12/06/2023 , 10:30:00,2511,2511
1959,12/06/2023 , 10:45:00,2805,2805
1960,12/06/2023 , 11:00:00,2900,2900
1961,12/06/2023 , 11:15:00,2928,2928
1962,12/06/2023 , 11:30:00,2679,2679
1963,12/06/2023 , 11:45:00,3123,3123
1964,12/06/2023 , 12:00:00,3149,3149
1965,12/06/2023 , 12:15:00,3041,3041
1966,12/06/2023 , 12:30:00,3140,3140
1967,12/06/2023 , 12:45:00,3139,3139
1968,12/06/2023 , 13:00:00,3081,3081
1969,12/06/2023 , 13:15:00,3116,3116
1970,12/06/2023 , 13:30:00,3026,3026
1971,12/06/2023 , 13:45:00,3132,3132
1972,12/06/2023 , 14:00:00,2953,2953
1973,12/06/2023 , 14:15:00,2987,2987
1974,12/06/2023 , 14:30:00,3204,3204
1975,12/06/2023 , 14:45:00,3472,3472
1976,12/06/2023 , 15:00:00,2766,2766
1977,12/06/2023 , 15:15:00,2842,2842
1978,12/06/2023 , 15:30:00,2599,2599
1979,12/06/2023 , 15:45:00,1738,1738
1980,12/06/2023 , 16:00:00,1896,1896
1981,12/06/2023 , 16:15:00,2640,2640
1982,12/06/2023 , 16:30:00,2397,2397
1983,12/06/2023 , 16:45:00,1796,1796
1984,12/06/2023 , 17:00:00,1570,1570
1985,12/06/2023 , 17:15:00,1488,1488
1986,12/06/2023 , 17:30:00,1311,1311
1987,12/06/2023 , 17:45:00,1440,1440
1988,12/06/2023 , 18:00:00,1345,1345
1989,12/06/2023 , 18:15:00,1270,1270
1990,12/06/2023 , 18:30:00,1071,1071
1991,12/06/2023 , 18:45:00,909,909
1992,12/06/2023 , 19:00:00,756,756
1993,12/06/2023 , 19:15:00,609,609
1994,12/06/2023 , 19:30:00,481,481
1995,12/06/2023 , 19:45:00,366,366
1996,12/06/2023 , 20:00:00,266,266
1997,12/06/2023 , 20:15:00,192,192
1998,12/06/2023 , 20:30:00,115,115
1999,12/06/2023 , 20:45:00,69,69
2000,12/06/2023 , 21:00:00,37,37
2001,12/06/2023 , 21:15:00,15,15
2002,12/06/2023 , 21:30:00,4,4
2003,12/06/2023 , 21:45:00,0,0
2004,12/06/2023 , 22:00:00,0,0
2005,12/06/2023 , 22:15:00,0,0
2006,12/06/2023 , 22:30:00,0,0
2007,12/06/2023 , 22:45:00,0,0
2008,12/06/2023 , 23:00:00,0,0
2009,12/06/2023 , 23:15:00,0,0
2010,12/06/2023 , 23:30:00,0,0
2011,12/06/2023 , 23:45:00,0,0
2012,12/06/2023 , 24:00:00,0,0
2013,13/06/2023 , 00:15:00,0,0
2014,13/06/2023 , 00:30:00,0,0
2015,13/06/2023 , 00:45:00,0,0
2016,13/06/2023 , 01:00:00,0,0
2017,13/06/2023 , 01:15:00,0,0
2018,13/06/2023 , 01:30:00,0,0
2019,13/06/2023 , 01:45:00,0,0
2020,13/06/2023 , 02:00:00,0,0
2021,13/06/2023 , 02:15:00,0,0
2022,13/06/2023 , 02:30:00,0,0
2023,13/06/2023 , 02:45:00,0,0
2024,13/06/2023 , 03:00:00,0,0
2025,13/06/2023 , 03:15:00,0,0
2026,13/06/2023 , 03:30:00,0,0
2027,13/06/2023 , 03:45:00,0,0
2028,13/06/2023 , 04:00:00,0,0
2029,13/06/2023 , 04:15:00,0,0
2030,13/06/2023 , 04:30:00,0,0
2031,13/06/2023 , 04:45:00,0,0
2032,13/06/2023 , 05:00:00,1,1
