Site Name ,ODYLIGHT
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,5991


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

4415,08/07/2023 , 00:45:00,0,0
4416,08/07/2023 , 01:00:00,0,0
4417,08/07/2023 , 01:15:00,0,0
4418,08/07/2023 , 01:30:00,0,0
4419,08/07/2023 , 01:45:00,0,0
4420,08/07/2023 , 02:00:00,0,0
4421,08/07/2023 , 02:15:00,0,0
4422,08/07/2023 , 02:30:00,0,0
4423,08/07/2023 , 02:45:00,0,0
4424,08/07/2023 , 03:00:00,0,0
4425,08/07/2023 , 03:15:00,0,0
4426,08/07/2023 , 03:30:00,0,0
4427,08/07/2023 , 03:45:00,0,0
4428,08/07/2023 , 04:00:00,0,0
4429,08/07/2023 , 04:15:00,0,0
4430,08/07/2023 , 04:30:00,0,0
4431,08/07/2023 , 04:45:00,0,0
4432,08/07/2023 , 05:00:00,0,0
4433,08/07/2023 , 05:15:00,3,3
4434,08/07/2023 , 05:30:00,11,11
4435,08/07/2023 , 05:45:00,23,23
4436,08/07/2023 , 06:00:00,31,31
4437,08/07/2023 , 06:15:00,51,51
4438,08/07/2023 , 06:30:00,70,70
4439,08/07/2023 , 06:45:00,89,89
4440,08/07/2023 , 07:00:00,123,123
4441,08/07/2023 , 07:15:00,179,179
4442,08/07/2023 , 07:30:00,197,197
4443,08/07/2023 , 07:45:00,285,285
4444,08/07/2023 , 08:00:00,329,329
4445,08/07/2023 , 08:15:00,358,358
4446,08/07/2023 , 08:30:00,396,396
4447,08/07/2023 , 08:45:00,452,452
4448,08/07/2023 , 09:00:00,546,546
4449,08/07/2023 , 09:15:00,641,641
4450,08/07/2023 , 09:30:00,743,743
4451,08/07/2023 , 09:45:00,896,896
4452,08/07/2023 , 10:00:00,988,988
4453,08/07/2023 , 10:15:00,1197,1197
4454,08/07/2023 , 10:30:00,1392,1392
4455,08/07/2023 , 10:45:00,1470,1470
4456,08/07/2023 , 11:00:00,1681,1681
4457,08/07/2023 , 11:15:00,2219,2219
4458,08/07/2023 , 11:30:00,2621,2621
4459,08/07/2023 , 11:45:00,3308,3308
4460,08/07/2023 , 12:00:00,4110,4110
4461,08/07/2023 , 12:15:00,4376,4376
4462,08/07/2023 , 12:30:00,3978,3978
4463,08/07/2023 , 12:45:00,3856,3856
4464,08/07/2023 , 13:00:00,3386,3386
4465,08/07/2023 , 13:15:00,3610,3610
4466,08/07/2023 , 13:30:00,2862,2862
4467,08/07/2023 , 13:45:00,2808,2808
4468,08/07/2023 , 14:00:00,1401,1401
4469,08/07/2023 , 14:15:00,606,606
4470,08/07/2023 , 14:30:00,604,604
4471,08/07/2023 , 14:45:00,626,626
4472,08/07/2023 , 15:00:00,129,129
4473,08/07/2023 , 15:15:00,668,668
4474,08/07/2023 , 15:30:00,668,668
4475,08/07/2023 , 15:45:00,741,741
4476,08/07/2023 , 16:00:00,750,750
4477,08/07/2023 , 16:15:00,976,976
4478,08/07/2023 , 16:30:00,1887,1887
4479,08/07/2023 , 16:45:00,763,763
4480,08/07/2023 , 17:00:00,368,368
4481,08/07/2023 , 17:15:00,486,486
4482,08/07/2023 , 17:30:00,620,620
4483,08/07/2023 , 17:45:00,732,732
4484,08/07/2023 , 18:00:00,780,780
4485,08/07/2023 , 18:15:00,596,596
4486,08/07/2023 , 18:30:00,537,537
4487,08/07/2023 , 18:45:00,551,551
4488,08/07/2023 , 19:00:00,382,382
4489,08/07/2023 , 19:15:00,261,261
4490,08/07/2023 , 19:30:00,218,218
4491,08/07/2023 , 19:45:00,193,193
4492,08/07/2023 , 20:00:00,144,144
4493,08/07/2023 , 20:15:00,107,107
4494,08/07/2023 , 20:30:00,70,70
4495,08/07/2023 , 20:45:00,48,48
4496,08/07/2023 , 21:00:00,28,28
4497,08/07/2023 , 21:15:00,12,12
4498,08/07/2023 , 21:30:00,3,3
4499,08/07/2023 , 21:45:00,0,0
4500,08/07/2023 , 22:00:00,0,0
4501,08/07/2023 , 22:15:00,0,0
4502,08/07/2023 , 22:30:00,0,0
4503,08/07/2023 , 22:45:00,0,0
4504,08/07/2023 , 23:00:00,0,0
4505,08/07/2023 , 23:15:00,0,0
4506,08/07/2023 , 23:30:00,0,0
4507,08/07/2023 , 23:45:00,0,0
4508,08/07/2023 , 24:00:00,0,0
4509,09/07/2023 , 00:15:00,0,0
4510,09/07/2023 , 00:30:00,0,0
4511,09/07/2023 , 00:45:00,0,0
4512,09/07/2023 , 01:00:00,0,0
4513,09/07/2023 , 01:15:00,0,0
4514,09/07/2023 , 01:30:00,0,0
4515,09/07/2023 , 01:45:00,0,0
4516,09/07/2023 , 02:00:00,0,0
4517,09/07/2023 , 02:15:00,0,0
4518,09/07/2023 , 02:30:00,0,0
4519,09/07/2023 , 02:45:00,0,0
4520,09/07/2023 , 03:00:00,0,0
4521,09/07/2023 , 03:15:00,0,0
4522,09/07/2023 , 03:30:00,0,0
4523,09/07/2023 , 03:45:00,0,0
4524,09/07/2023 , 04:00:00,0,0
4525,09/07/2023 , 04:15:00,0,0
4526,09/07/2023 , 04:30:00,0,0
4527,09/07/2023 , 04:45:00,0,0
4528,09/07/2023 , 05:00:00,0,0
4529,09/07/2023 , 05:15:00,7,7
4530,09/07/2023 , 05:30:00,23,23
4531,09/07/2023 , 05:45:00,54,54
4532,09/07/2023 , 06:00:00,91,91
4533,09/07/2023 , 06:15:00,135,135
4534,09/07/2023 , 06:30:00,179,179
4535,09/07/2023 , 06:45:00,252,252
4536,09/07/2023 , 07:00:00,208,208
4537,09/07/2023 , 07:15:00,180,180
4538,09/07/2023 , 07:30:00,135,135
4539,09/07/2023 , 07:45:00,146,146
4540,09/07/2023 , 08:00:00,163,163
4541,09/07/2023 , 08:15:00,189,189
4542,09/07/2023 , 08:30:00,539,539
4543,09/07/2023 , 08:45:00,492,492
4544,09/07/2023 , 09:00:00,1298,1298
4545,09/07/2023 , 09:15:00,1378,1378
4546,09/07/2023 , 09:30:00,1745,1745
4547,09/07/2023 , 09:45:00,2185,2185
4548,09/07/2023 , 10:00:00,2524,2524
4549,09/07/2023 , 10:15:00,2462,2462
4550,09/07/2023 , 10:30:00,2811,2811
4551,09/07/2023 , 10:45:00,3210,3210
4552,09/07/2023 , 11:00:00,2983,2983
4553,09/07/2023 , 11:15:00,3513,3513
4554,09/07/2023 , 11:30:00,3557,3557
4555,09/07/2023 , 11:45:00,2841,2841
4556,09/07/2023 , 12:00:00,3868,3868
4557,09/07/2023 , 12:15:00,3097,3097
4558,09/07/2023 , 12:30:00,3525,3525
4559,09/07/2023 , 12:45:00,3996,3996
4560,09/07/2023 , 13:00:00,4108,4108
4561,09/07/2023 , 13:15:00,3485,3485
4562,09/07/2023 , 13:30:00,3571,3571
4563,09/07/2023 , 13:45:00,4126,4126
4564,09/07/2023 , 14:00:00,3868,3868
4565,09/07/2023 , 14:15:00,3345,3345
4566,09/07/2023 , 14:30:00,3153,3153
4567,09/07/2023 , 14:45:00,2994,2994
4568,09/07/2023 , 15:00:00,2240,2240
4569,09/07/2023 , 15:15:00,1669,1669
4570,09/07/2023 , 15:30:00,847,847
4571,09/07/2023 , 15:45:00,1691,1691
4572,09/07/2023 , 16:00:00,1713,1713
4573,09/07/2023 , 16:15:00,1183,1183
4574,09/07/2023 , 16:30:00,352,352
4575,09/07/2023 , 16:45:00,423,423
4576,09/07/2023 , 17:00:00,725,725
4577,09/07/2023 , 17:15:00,821,821
4578,09/07/2023 , 17:30:00,479,479
4579,09/07/2023 , 17:45:00,384,384
4580,09/07/2023 , 18:00:00,359,359
4581,09/07/2023 , 18:15:00,342,342
4582,09/07/2023 , 18:30:00,306,306
4583,09/07/2023 , 18:45:00,182,182
4584,09/07/2023 , 19:00:00,164,164
4585,09/07/2023 , 19:15:00,280,280
4586,09/07/2023 , 19:30:00,263,263
4587,09/07/2023 , 19:45:00,190,190
4588,09/07/2023 , 20:00:00,150,150
4589,09/07/2023 , 20:15:00,126,126
4590,09/07/2023 , 20:30:00,82,82
4591,09/07/2023 , 20:45:00,49,49
4592,09/07/2023 , 21:00:00,33,33
4593,09/07/2023 , 21:15:00,15,15
4594,09/07/2023 , 21:30:00,4,4
4595,09/07/2023 , 21:45:00,0,0
4596,09/07/2023 , 22:00:00,0,0
4597,09/07/2023 , 22:15:00,0,0
4598,09/07/2023 , 22:30:00,0,0
4599,09/07/2023 , 22:45:00,0,0
4600,09/07/2023 , 23:00:00,0,0
4601,09/07/2023 , 23:15:00,0,0
4602,09/07/2023 , 23:30:00,0,0
4603,09/07/2023 , 23:45:00,0,0
4604,09/07/2023 , 24:00:00,0,0
4605,10/07/2023 , 00:15:00,0,0
4606,10/07/2023 , 00:30:00,0,0
4607,10/07/2023 , 00:45:00,0,0
4608,10/07/2023 , 01:00:00,0,0
4609,10/07/2023 , 01:15:00,0,0
4610,10/07/2023 , 01:30:00,0,0
4611,10/07/2023 , 01:45:00,0,0
4612,10/07/2023 , 02:00:00,0,0
4613,10/07/2023 , 02:15:00,0,0
4614,10/07/2023 , 02:30:00,0,0
4615,10/07/2023 , 02:45:00,0,0
4616,10/07/2023 , 03:00:00,0,0
4617,10/07/2023 , 03:15:00,0,0
4618,10/07/2023 , 03:30:00,0,0
4619,10/07/2023 , 03:45:00,0,0
4620,10/07/2023 , 04:00:00,0,0
4621,10/07/2023 , 04:15:00,0,0
4622,10/07/2023 , 04:30:00,0,0
4623,10/07/2023 , 04:45:00,0,0
4624,10/07/2023 , 05:00:00,0,0
4625,10/07/2023 , 05:15:00,5,5
4626,10/07/2023 , 05:30:00,17,17
4627,10/07/2023 , 05:45:00,31,31
4628,10/07/2023 , 06:00:00,41,41
4629,10/07/2023 , 06:15:00,76,76
4630,10/07/2023 , 06:30:00,118,118
4631,10/07/2023 , 06:45:00,162,162
4632,10/07/2023 , 07:00:00,251,251
4633,10/07/2023 , 07:15:00,181,181
4634,10/07/2023 , 07:30:00,258,258
4635,10/07/2023 , 07:45:00,257,257
4636,10/07/2023 , 08:00:00,291,291
4637,10/07/2023 , 08:15:00,316,316
4638,10/07/2023 , 08:30:00,388,388
4639,10/07/2023 , 08:45:00,520,520
4640,10/07/2023 , 09:00:00,544,544
4641,10/07/2023 , 09:15:00,534,534
4642,10/07/2023 , 09:30:00,512,512
4643,10/07/2023 , 09:45:00,530,530
4644,10/07/2023 , 10:00:00,459,459
4645,10/07/2023 , 10:15:00,830,830
4646,10/07/2023 , 10:30:00,945,945
4647,10/07/2023 , 10:45:00,666,666
4648,10/07/2023 , 11:00:00,793,793
4649,10/07/2023 , 11:15:00,921,921
4650,10/07/2023 , 11:30:00,921,921
4651,10/07/2023 , 11:45:00,869,869
4652,10/07/2023 , 12:00:00,1272,1272
4653,10/07/2023 , 12:15:00,1823,1823
4654,10/07/2023 , 12:30:00,2412,2412
4655,10/07/2023 , 12:45:00,2752,2752
4656,10/07/2023 , 13:00:00,2600,2600
4657,10/07/2023 , 13:15:00,2274,2274
4658,10/07/2023 , 13:30:00,1809,1809
4659,10/07/2023 , 13:45:00,1916,1916
4660,10/07/2023 , 14:00:00,2877,2877
4661,10/07/2023 , 14:15:00,2505,2505
4662,10/07/2023 , 14:30:00,2513,2513
4663,10/07/2023 , 14:45:00,3154,3154
4664,10/07/2023 , 15:00:00,3142,3142
4665,10/07/2023 , 15:15:00,2479,2479
4666,10/07/2023 , 15:30:00,2203,2203
4667,10/07/2023 , 15:45:00,1952,1952
4668,10/07/2023 , 16:00:00,2102,2102
4669,10/07/2023 , 16:15:00,2232,2232
4670,10/07/2023 , 16:30:00,1792,1792
4671,10/07/2023 , 16:45:00,1408,1408
4672,10/07/2023 , 17:00:00,1478,1478
4673,10/07/2023 , 17:15:00,1613,1613
4674,10/07/2023 , 17:30:00,1411,1411
4675,10/07/2023 , 17:45:00,1239,1239
4676,10/07/2023 , 18:00:00,940,940
4677,10/07/2023 , 18:15:00,767,767
4678,10/07/2023 , 18:30:00,580,580
4679,10/07/2023 , 18:45:00,441,441
4680,10/07/2023 , 19:00:00,388,388
4681,10/07/2023 , 19:15:00,285,285
4682,10/07/2023 , 19:30:00,260,260
4683,10/07/2023 , 19:45:00,163,163
4684,10/07/2023 , 20:00:00,131,131
4685,10/07/2023 , 20:15:00,152,152
4686,10/07/2023 , 20:30:00,96,96
4687,10/07/2023 , 20:45:00,62,62
4688,10/07/2023 , 21:00:00,34,34
4689,10/07/2023 , 21:15:00,7,7
4690,10/07/2023 , 21:30:00,1,1
4691,10/07/2023 , 21:45:00,1,1
4692,10/07/2023 , 22:00:00,0,0
4693,10/07/2023 , 22:15:00,0,0
4694,10/07/2023 , 22:30:00,0,0
4695,10/07/2023 , 22:45:00,0,0
4696,10/07/2023 , 23:00:00,0,0
4697,10/07/2023 , 23:15:00,0,0
4698,10/07/2023 , 23:30:00,0,0
4699,10/07/2023 , 23:45:00,0,0
4700,10/07/2023 , 24:00:00,0,0
4701,11/07/2023 , 00:15:00,0,0
4702,11/07/2023 , 00:30:00,0,0
4703,11/07/2023 , 00:45:00,0,0
4704,11/07/2023 , 01:00:00,0,0
4705,11/07/2023 , 01:15:00,0,0
4706,11/07/2023 , 01:30:00,0,0
4707,11/07/2023 , 01:45:00,0,0
4708,11/07/2023 , 02:00:00,0,0
4709,11/07/2023 , 02:15:00,0,0
4710,11/07/2023 , 02:30:00,0,0
4711,11/07/2023 , 02:45:00,0,0
4712,11/07/2023 , 03:00:00,0,0
4713,11/07/2023 , 03:15:00,0,0
4714,11/07/2023 , 03:30:00,0,0
4715,11/07/2023 , 03:45:00,0,0
4716,11/07/2023 , 04:00:00,0,0
4717,11/07/2023 , 04:15:00,0,0
4718,11/07/2023 , 04:30:00,0,0
4719,11/07/2023 , 04:45:00,0,0
4720,11/07/2023 , 05:00:00,0,0
4721,11/07/2023 , 05:15:00,4,4
4722,11/07/2023 , 05:30:00,18,18
4723,11/07/2023 , 05:45:00,37,37
4724,11/07/2023 , 06:00:00,49,49
4725,11/07/2023 , 06:15:00,114,114
4726,11/07/2023 , 06:30:00,168,168
4727,11/07/2023 , 06:45:00,243,243
4728,11/07/2023 , 07:00:00,433,433
4729,11/07/2023 , 07:15:00,443,443
4730,11/07/2023 , 07:30:00,476,476
4731,11/07/2023 , 07:45:00,280,280
4732,11/07/2023 , 08:00:00,364,364
4733,11/07/2023 , 08:15:00,570,570
4734,11/07/2023 , 08:30:00,675,675
4735,11/07/2023 , 08:45:00,834,834
4736,11/07/2023 , 09:00:00,1197,1197
4737,11/07/2023 , 09:15:00,1162,1162
4738,11/07/2023 , 09:30:00,932,932
4739,11/07/2023 , 09:45:00,1436,1436
4740,11/07/2023 , 10:00:00,2051,2051
4741,11/07/2023 , 10:15:00,1046,1046
4742,11/07/2023 , 10:30:00,2102,2102
4743,11/07/2023 , 10:45:00,3260,3260
4744,11/07/2023 , 11:00:00,3366,3366
4745,11/07/2023 , 11:15:00,2755,2755
4746,11/07/2023 , 11:30:00,2723,2723
4747,11/07/2023 , 11:45:00,1998,1998
4748,11/07/2023 , 12:00:00,1461,1461
4749,11/07/2023 , 12:15:00,1447,1447
4750,11/07/2023 , 12:30:00,1387,1387
4751,11/07/2023 , 12:45:00,1766,1766
4752,11/07/2023 , 13:00:00,2068,2068
4753,11/07/2023 , 13:15:00,2798,2798
4754,11/07/2023 , 13:30:00,2278,2278
4755,11/07/2023 , 13:45:00,2244,2244
4756,11/07/2023 , 14:00:00,2490,2490
4757,11/07/2023 , 14:15:00,2158,2158
4758,11/07/2023 , 14:30:00,1805,1805
4759,11/07/2023 , 14:45:00,2000,2000
4760,11/07/2023 , 15:00:00,1954,1954
4761,11/07/2023 , 15:15:00,2221,2221
4762,11/07/2023 , 15:30:00,1838,1838
4763,11/07/2023 , 15:45:00,1305,1305
4764,11/07/2023 , 16:00:00,972,972
4765,11/07/2023 , 16:15:00,1155,1155
4766,11/07/2023 , 16:30:00,1010,1010
4767,11/07/2023 , 16:45:00,1880,1880
4768,11/07/2023 , 17:00:00,1802,1802
4769,11/07/2023 , 17:15:00,1643,1643
4770,11/07/2023 , 17:30:00,1503,1503
4771,11/07/2023 , 17:45:00,1207,1207
4772,11/07/2023 , 18:00:00,894,894
4773,11/07/2023 , 18:15:00,585,585
4774,11/07/2023 , 18:30:00,603,603
4775,11/07/2023 , 18:45:00,504,504
4776,11/07/2023 , 19:00:00,433,433
4777,11/07/2023 , 19:15:00,370,370
4778,11/07/2023 , 19:30:00,311,311
4779,11/07/2023 , 19:45:00,251,251
4780,11/07/2023 , 20:00:00,202,202
4781,11/07/2023 , 20:15:00,162,162
4782,11/07/2023 , 20:30:00,101,101
4783,11/07/2023 , 20:45:00,67,67
4784,11/07/2023 , 21:00:00,38,38
4785,11/07/2023 , 21:15:00,15,15
4786,11/07/2023 , 21:30:00,4,4
4787,11/07/2023 , 21:45:00,0,0
4788,11/07/2023 , 22:00:00,0,0
4789,11/07/2023 , 22:15:00,0,0
4790,11/07/2023 , 22:30:00,0,0
4791,11/07/2023 , 22:45:00,0,0
4792,11/07/2023 , 23:00:00,0,0
4793,11/07/2023 , 23:15:00,0,0
4794,11/07/2023 , 23:30:00,0,0
4795,11/07/2023 , 23:45:00,0,0
4796,11/07/2023 , 24:00:00,0,0
4797,12/07/2023 , 00:15:00,0,0
4798,12/07/2023 , 00:30:00,0,0
4799,12/07/2023 , 00:45:00,0,0
4800,12/07/2023 , 01:00:00,0,0
4801,12/07/2023 , 01:15:00,0,0
4802,12/07/2023 , 01:30:00,0,0
4803,12/07/2023 , 01:45:00,0,0
4804,12/07/2023 , 02:00:00,0,0
4805,12/07/2023 , 02:15:00,0,0
4806,12/07/2023 , 02:30:00,0,0
4807,12/07/2023 , 02:45:00,0,0
4808,12/07/2023 , 03:00:00,0,0
4809,12/07/2023 , 03:15:00,0,0
4810,12/07/2023 , 03:30:00,0,0
4811,12/07/2023 , 03:45:00,0,0
4812,12/07/2023 , 04:00:00,0,0
4813,12/07/2023 , 04:15:00,0,0
4814,12/07/2023 , 04:30:00,0,0
4815,12/07/2023 , 04:45:00,0,0
4816,12/07/2023 , 05:00:00,0,0
4817,12/07/2023 , 05:15:00,4,4
4818,12/07/2023 , 05:30:00,17,17
4819,12/07/2023 , 05:45:00,44,44
4820,12/07/2023 , 06:00:00,78,78
4821,12/07/2023 , 06:15:00,137,137
4822,12/07/2023 , 06:30:00,229,229
4823,12/07/2023 , 06:45:00,303,303
4824,12/07/2023 , 07:00:00,318,318
4825,12/07/2023 , 07:15:00,407,407
4826,12/07/2023 , 07:30:00,289,289
4827,12/07/2023 , 07:45:00,278,278
4828,12/07/2023 , 08:00:00,328,328
4829,12/07/2023 , 08:15:00,423,423
4830,12/07/2023 , 08:30:00,907,907
4831,12/07/2023 , 08:45:00,867,867
4832,12/07/2023 , 09:00:00,2278,2278
4833,12/07/2023 , 09:15:00,2231,2231
4834,12/07/2023 , 09:30:00,2761,2761
4835,12/07/2023 , 09:45:00,3550,3550
4836,12/07/2023 , 10:00:00,2086,2086
4837,12/07/2023 , 10:15:00,2879,2879
4838,12/07/2023 , 10:30:00,3068,3068
4839,12/07/2023 , 10:45:00,3896,3896
4840,12/07/2023 , 11:00:00,3536,3536
4841,12/07/2023 , 11:15:00,2404,2404
4842,12/07/2023 , 11:30:00,2225,2225
4843,12/07/2023 , 11:45:00,954,954
4844,12/07/2023 , 12:00:00,729,729
4845,12/07/2023 , 12:15:00,1530,1530
4846,12/07/2023 , 12:30:00,494,494
4847,12/07/2023 , 12:45:00,262,262
4848,12/07/2023 , 13:00:00,722,722
4849,12/07/2023 , 13:15:00,893,893
4850,12/07/2023 , 13:30:00,768,768
4851,12/07/2023 , 13:45:00,712,712
4852,12/07/2023 , 14:00:00,828,828
4853,12/07/2023 , 14:15:00,1600,1600
4854,12/07/2023 , 14:30:00,756,756
4855,12/07/2023 , 14:45:00,562,562
4856,12/07/2023 , 15:00:00,560,560
4857,12/07/2023 , 15:15:00,563,563
4858,12/07/2023 , 15:30:00,646,646
4859,12/07/2023 , 15:45:00,753,753
4860,12/07/2023 , 16:00:00,861,861
4861,12/07/2023 , 16:15:00,966,966
4862,12/07/2023 , 16:30:00,1057,1057
4863,12/07/2023 , 16:45:00,1171,1171
4864,12/07/2023 , 17:00:00,1104,1104
4865,12/07/2023 , 17:15:00,946,946
4866,12/07/2023 , 17:30:00,334,334
4867,12/07/2023 , 17:45:00,455,455
4868,12/07/2023 , 18:00:00,596,596
4869,12/07/2023 , 18:15:00,568,568
4870,12/07/2023 , 18:30:00,493,493
4871,12/07/2023 , 18:45:00,444,444
4872,12/07/2023 , 19:00:00,389,389
4873,12/07/2023 , 19:15:00,333,333
4874,12/07/2023 , 19:30:00,300,300
4875,12/07/2023 , 19:45:00,247,247
4876,12/07/2023 , 20:00:00,187,187
4877,12/07/2023 , 20:15:00,142,142
4878,12/07/2023 , 20:30:00,88,88
4879,12/07/2023 , 20:45:00,59,59
4880,12/07/2023 , 21:00:00,34,34
4881,12/07/2023 , 21:15:00,14,14
4882,12/07/2023 , 21:30:00,4,4
4883,12/07/2023 , 21:45:00,0,0
4884,12/07/2023 , 22:00:00,0,0
4885,12/07/2023 , 22:15:00,0,0
4886,12/07/2023 , 22:30:00,0,0
4887,12/07/2023 , 22:45:00,0,0
4888,12/07/2023 , 23:00:00,0,0
4889,12/07/2023 , 23:15:00,0,0
4890,12/07/2023 , 23:30:00,0,0
4891,12/07/2023 , 23:45:00,0,0
4892,12/07/2023 , 24:00:00,0,0
4893,13/07/2023 , 00:15:00,0,0
4894,13/07/2023 , 00:30:00,0,0
4895,13/07/2023 , 00:45:00,0,0
4896,13/07/2023 , 01:00:00,0,0
4897,13/07/2023 , 01:15:00,0,0
4898,13/07/2023 , 01:30:00,0,0
4899,13/07/2023 , 01:45:00,0,0
4900,13/07/2023 , 02:00:00,0,0
4901,13/07/2023 , 02:15:00,0,0
4902,13/07/2023 , 02:30:00,0,0
4903,13/07/2023 , 02:45:00,0,0
4904,13/07/2023 , 03:00:00,0,0
4905,13/07/2023 , 03:15:00,0,0
4906,13/07/2023 , 03:30:00,0,0
4907,13/07/2023 , 03:45:00,0,0
4908,13/07/2023 , 04:00:00,0,0
4909,13/07/2023 , 04:15:00,0,0
4910,13/07/2023 , 04:30:00,0,0
4911,13/07/2023 , 04:45:00,0,0
4912,13/07/2023 , 05:00:00,0,0
4913,13/07/2023 , 05:15:00,4,4
4914,13/07/2023 , 05:30:00,13,13
4915,13/07/2023 , 05:45:00,30,30
4916,13/07/2023 , 06:00:00,54,54
4917,13/07/2023 , 06:15:00,101,101
4918,13/07/2023 , 06:30:00,145,145
4919,13/07/2023 , 06:45:00,182,182
4920,13/07/2023 , 07:00:00,210,210
4921,13/07/2023 , 07:15:00,227,227
4922,13/07/2023 , 07:30:00,283,283
4923,13/07/2023 , 07:45:00,435,435
4924,13/07/2023 , 08:00:00,397,397
4925,13/07/2023 , 08:15:00,330,330
4926,13/07/2023 , 08:30:00,498,498
4927,13/07/2023 , 08:45:00,431,431
4928,13/07/2023 , 09:00:00,2072,2072
4929,13/07/2023 , 09:15:00,1445,1445
4930,13/07/2023 , 09:30:00,1955,1955
4931,13/07/2023 , 09:45:00,2731,2731
4932,13/07/2023 , 10:00:00,2060,2060
4933,13/07/2023 , 10:15:00,2399,2399
4934,13/07/2023 , 10:30:00,2536,2536
4935,13/07/2023 , 10:45:00,2647,2647
4936,13/07/2023 , 11:00:00,1428,1428
4937,13/07/2023 , 11:15:00,3153,3153
4938,13/07/2023 , 11:30:00,3469,3469
4939,13/07/2023 , 11:45:00,2484,2484
4940,13/07/2023 , 12:00:00,878,878
4941,13/07/2023 , 12:15:00,603,603
4942,13/07/2023 , 12:30:00,720,720
4943,13/07/2023 , 12:45:00,698,698
4944,13/07/2023 , 13:00:00,930,930
4945,13/07/2023 , 13:15:00,1100,1100
4946,13/07/2023 , 13:30:00,938,938
4947,13/07/2023 , 13:45:00,828,828
4948,13/07/2023 , 14:00:00,838,838
4949,13/07/2023 , 14:15:00,987,987
4950,13/07/2023 , 14:30:00,1074,1074
4951,13/07/2023 , 14:45:00,756,756
4952,13/07/2023 , 15:00:00,762,762
4953,13/07/2023 , 15:15:00,962,962
4954,13/07/2023 , 15:30:00,825,825
4955,13/07/2023 , 15:45:00,762,762
4956,13/07/2023 , 16:00:00,658,658
4957,13/07/2023 , 16:15:00,698,698
4958,13/07/2023 , 16:30:00,604,604
4959,13/07/2023 , 16:45:00,517,517
4960,13/07/2023 , 17:00:00,378,378
4961,13/07/2023 , 17:15:00,299,299
4962,13/07/2023 , 17:30:00,347,347
4963,13/07/2023 , 17:45:00,381,381
4964,13/07/2023 , 18:00:00,427,427
4965,13/07/2023 , 18:15:00,277,277
4966,13/07/2023 , 18:30:00,234,234
4967,13/07/2023 , 18:45:00,197,197
4968,13/07/2023 , 19:00:00,197,197
4969,13/07/2023 , 19:15:00,226,226
4970,13/07/2023 , 19:30:00,231,231
4971,13/07/2023 , 19:45:00,201,201
4972,13/07/2023 , 20:00:00,156,156
4973,13/07/2023 , 20:15:00,127,127
4974,13/07/2023 , 20:30:00,84,84
4975,13/07/2023 , 20:45:00,57,57
4976,13/07/2023 , 21:00:00,29,29
4977,13/07/2023 , 21:15:00,11,11
4978,13/07/2023 , 21:30:00,3,3
4979,13/07/2023 , 21:45:00,0,0
4980,13/07/2023 , 22:00:00,0,0
4981,13/07/2023 , 22:15:00,0,0
4982,13/07/2023 , 22:30:00,0,0
4983,13/07/2023 , 22:45:00,0,0
4984,13/07/2023 , 23:00:00,0,0
4985,13/07/2023 , 23:15:00,0,0
4986,13/07/2023 , 23:30:00,0,0
4987,13/07/2023 , 23:45:00,0,0
4988,13/07/2023 , 24:00:00,0,0
4989,14/07/2023 , 00:15:00,0,0
4990,14/07/2023 , 00:30:00,0,0
4991,14/07/2023 , 00:45:00,0,0
4992,14/07/2023 , 01:00:00,0,0
4993,14/07/2023 , 01:15:00,0,0
4994,14/07/2023 , 01:30:00,0,0
4995,14/07/2023 , 01:45:00,0,0
4996,14/07/2023 , 02:00:00,0,0
4997,14/07/2023 , 02:15:00,0,0
4998,14/07/2023 , 02:30:00,0,0
4999,14/07/2023 , 02:45:00,0,0
5000,14/07/2023 , 03:00:00,0,0
5001,14/07/2023 , 03:15:00,0,0
5002,14/07/2023 , 03:30:00,0,0
5003,14/07/2023 , 03:45:00,0,0
5004,14/07/2023 , 04:00:00,0,0
5005,14/07/2023 , 04:15:00,0,0
5006,14/07/2023 , 04:30:00,0,0
5007,14/07/2023 , 04:45:00,0,0
5008,14/07/2023 , 05:00:00,0,0
5009,14/07/2023 , 05:15:00,3,3
5010,14/07/2023 , 05:30:00,14,14
5011,14/07/2023 , 05:45:00,40,40
5012,14/07/2023 , 06:00:00,70,70
5013,14/07/2023 , 06:15:00,107,107
5014,14/07/2023 , 06:30:00,148,148
5015,14/07/2023 , 06:45:00,195,195
5016,14/07/2023 , 07:00:00,217,217
5017,14/07/2023 , 07:15:00,206,206
5018,14/07/2023 , 07:30:00,210,210
5019,14/07/2023 , 07:45:00,239,239
5020,14/07/2023 , 08:00:00,243,243
5021,14/07/2023 , 08:15:00,259,259
5022,14/07/2023 , 08:30:00,322,322
5023,14/07/2023 , 08:45:00,327,327
5024,14/07/2023 , 09:00:00,1376,1376
5025,14/07/2023 , 09:15:00,1578,1578
5026,14/07/2023 , 09:30:00,1641,1641
5027,14/07/2023 , 09:45:00,1855,1855
5028,14/07/2023 , 10:00:00,2336,2336
5029,14/07/2023 , 10:15:00,2124,2124
5030,14/07/2023 , 10:30:00,1878,1878
5031,14/07/2023 , 10:45:00,1081,1081
5032,14/07/2023 , 11:00:00,1824,1824
