#,Date-Time (PDT),Ch:1 - Temperature   (°C),Button Down,Button Up,Host Connected,End of File
476,05/27/2023 23:00:00,11.162,,,,
477,05/27/2023 23:15:00,10.776,,,,
478,05/27/2023 23:30:00,10.540,,,,
479,05/27/2023 23:45:00,11.033,,,,
480,05/28/2023 00:00:00,11.366,,,,
481,05/28/2023 00:15:00,11.452,,,,
482,05/28/2023 00:30:00,12.127,,,,
483,05/28/2023 00:45:00,12.374,,,,
484,05/28/2023 01:00:00,12.610,,,,
485,05/28/2023 01:15:00,12.428,,,,
486,05/28/2023 01:30:00,12.342,,,,
487,05/28/2023 01:45:00,12.159,,,,
488,05/28/2023 02:00:00,11.945,,,,
489,05/28/2023 02:15:00,11.881,,,,
490,05/28/2023 02:30:00,11.924,,,,
491,05/28/2023 02:45:00,11.988,,,,
492,05/28/2023 03:00:00,12.020,,,,
493,05/28/2023 03:15:00,12.042,,,,
494,05/28/2023 03:30:00,12.138,,,,
495,05/28/2023 03:45:00,12.235,,,,
496,05/28/2023 04:00:00,12.127,,,,
497,05/28/2023 04:15:00,12.138,,,,
498,05/28/2023 04:30:00,12.256,,,,
499,05/28/2023 04:45:00,12.267,,,,
500,05/28/2023 05:00:00,12.288,,,,
501,05/28/2023 05:15:00,12.149,,,,
502,05/28/2023 05:30:00,12.117,,,,
503,05/28/2023 05:45:00,11.956,,,,
504,05/28/2023 06:00:00,11.613,,,,
505,05/28/2023 06:15:00,11.419,,,,
506,05/28/2023 06:30:00,11.366,,,,
507,05/28/2023 06:45:00,11.945,,,,
508,05/28/2023 07:00:00,12.074,,,,
509,05/28/2023 07:15:00,12.288,,,,
510,05/28/2023 07:30:00,12.406,,,,
511,05/28/2023 07:45:00,12.492,,,,
512,05/28/2023 08:00:00,12.588,,,,
513,05/28/2023 08:15:00,12.674,,,,
514,05/28/2023 08:30:00,12.685,,,,
515,05/28/2023 08:45:00,12.588,,,,
516,05/28/2023 09:00:00,12.471,,,,
517,05/28/2023 09:15:00,12.170,,,,
518,05/28/2023 09:30:00,12.235,,,,
519,05/28/2023 09:45:00,12.513,,,,
520,05/28/2023 10:00:00,12.706,,,,
521,05/28/2023 10:15:00,13.243,,,,
522,05/28/2023 10:30:00,13.500,,,,
523,05/28/2023 10:45:00,13.350,,,,
524,05/28/2023 11:00:00,13.146,,,,
525,05/28/2023 11:15:00,13.039,,,,
526,05/28/2023 11:30:00,12.824,,,,
527,05/28/2023 11:45:00,12.857,,,,
528,05/28/2023 12:00:00,12.900,,,,
529,05/28/2023 12:15:00,12.942,,,,
530,05/28/2023 12:30:00,12.921,,,,
531,05/28/2023 12:45:00,12.867,,,,
532,05/28/2023 13:00:00,12.889,,,,
533,05/28/2023 13:15:00,12.835,,,,
534,05/28/2023 13:30:00,12.900,,,,
535,05/28/2023 13:45:00,12.878,,,,
536,05/28/2023 14:00:00,12.975,,,,
537,05/28/2023 14:15:00,13.125,,,,
538,05/28/2023 14:30:00,13.264,,,,
539,05/28/2023 14:45:00,13.404,,,,
540,05/28/2023 15:00:00,13.436,,,,
541,05/28/2023 15:15:00,13.425,,,,
542,05/28/2023 15:30:00,13.286,,,,
543,05/28/2023 15:45:00,13.200,,,,
544,05/28/2023 16:00:00,12.975,,,,
545,05/28/2023 16:15:00,12.792,,,,
546,05/28/2023 16:30:00,12.782,,,,
547,05/28/2023 16:45:00,12.664,,,,
548,05/28/2023 17:00:00,12.256,,,,
549,05/28/2023 17:15:00,12.310,,,,
550,05/28/2023 17:30:00,12.106,,,,
551,05/28/2023 17:45:00,12.084,,,,
552,05/28/2023 18:00:00,12.213,,,,
553,05/28/2023 18:15:00,12.342,,,,
554,05/28/2023 18:30:00,12.417,,,,
555,05/28/2023 18:45:00,12.460,,,,
556,05/28/2023 19:00:00,12.513,,,,
557,05/28/2023 19:15:00,12.513,,,,
558,05/28/2023 19:30:00,11.795,,,,
559,05/28/2023 19:45:00,11.870,,,,
560,05/28/2023 20:00:00,12.031,,,,
561,05/28/2023 20:15:00,12.149,,,,
562,05/28/2023 20:30:00,12.417,,,,
563,05/28/2023 20:45:00,12.460,,,,
564,05/28/2023 21:00:00,12.546,,,,
565,05/28/2023 21:15:00,12.803,,,,
566,05/28/2023 21:30:00,12.975,,,,
567,05/28/2023 21:45:00,12.953,,,,
568,05/28/2023 22:00:00,12.117,,,,
569,05/28/2023 22:15:00,12.084,,,,
570,05/28/2023 22:30:00,11.677,,,,
571,05/28/2023 22:45:00,11.087,,,,
572,05/28/2023 23:00:00,10.958,,,,
573,05/28/2023 23:15:00,10.883,,,,
574,05/28/2023 23:30:00,10.862,,,,
575,05/28/2023 23:45:00,10.915,,,,
576,05/29/2023 00:00:00,11.130,,,,
577,05/29/2023 00:15:00,11.248,,,,
578,05/29/2023 00:30:00,12.084,,,,
579,05/29/2023 00:45:00,12.857,,,,
580,05/29/2023 01:00:00,13.264,,,,
581,05/29/2023 01:15:00,13.093,,,,
582,05/29/2023 01:30:00,12.889,,,,
583,05/29/2023 01:45:00,12.621,,,,
584,05/29/2023 02:00:00,12.063,,,,
585,05/29/2023 02:15:00,12.095,,,,
586,05/29/2023 02:30:00,11.859,,,,
587,05/29/2023 02:45:00,11.816,,,,
588,05/29/2023 03:00:00,11.763,,,,
589,05/29/2023 03:15:00,11.806,,,,
590,05/29/2023 03:30:00,11.838,,,,
591,05/29/2023 03:45:00,11.891,,,,
592,05/29/2023 04:00:00,11.913,,,,
593,05/29/2023 04:15:00,11.999,,,,
594,05/29/2023 04:30:00,12.202,,,,
595,05/29/2023 04:45:00,12.267,,,,
596,05/29/2023 05:00:00,12.492,,,,
597,05/29/2023 05:15:00,12.546,,,,
598,05/29/2023 05:30:00,12.513,,,,
